# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610009O20Rik	peak_1729 (+18758)
Srgap3	peak_3103 (-26993), peak_3102 (+117779)
Sri	peak_2668 (+112428), peak_2669 (+202451), peak_2670 (+209463)
Srp9	peak_338 (-59275), peak_339 (+13037)
Srpx	peak_3629 (+151636), peak_3628 (+192227)
Srsf10	peak_2633 (-26679)
Ssbp2	peak_1042 (+267579)
Ssbp3	peak_2589 (-95169)
Ssr3	peak_2206 (-63593), peak_2205 (-36938)
Sstr1	peak_790 (-269649), peak_791 (-55155), peak_792 (-17687)
Sstr2	peak_704 (-7476)
Ssx2ip	peak_2321 (-79402), peak_2322 (-47909)
St18	peak_9 (+30518), peak_10 (+429258)
St3gal1	peak_1349 (-918473), peak_1348 (-721261), peak_1347 (-158642), peak_1346 (+107272)
St6gal1	peak_1408 (-59868), peak_1409 (-45137)
St6gal2	peak_1631 (-271507), peak_1632 (-67773), peak_1633 (+113049), peak_1634 (+148631)
St6galnac3	peak_2327 (+375238), peak_2326 (+639754)
St6galnac5	peak_2327 (-367690), peak_2326 (-103174)
St8sia1	peak_3142 (+67259)
St8sia4	peak_193 (-573452), peak_192 (-115925)
St8sia6	peak_1883 (-156218), peak_1882 (+135763), peak_1881 (+176539)
Stab2	peak_481 (+99080), peak_480 (+211337)
Stac	peak_3615 (-114978)
Stac2	peak_689 (+10060)
Stam	peak_1884 (+51355)
Stard13	peak_2930 (-163665)
Stard3nl	peak_914 (+330376)
Stard4	peak_1725 (-181101), peak_1724 (+169630)
Stat1	peak_120 (-72813), peak_121 (+47484)
Stat4	peak_120 (+38568)
Stc1	peak_1172 (+80542)
Stc2	peak_611 (-222029)
Steap1	peak_2666 (-992869), peak_2665 (-473213)
Steap2	peak_2664 (+16974)
Stfa3	peak_1425 (-99920)
Stim2	peak_2751 (+137488), peak_2752 (+569308)
Stk10	peak_612 (+70218)
Stk26	peak_3680 (-374513), peak_3681 (-290827)
Stk31	peak_3020 (+138234), peak_3021 (+220297)
Stk32b	peak_2724 (+217646)
Stk35	peak_2033 (+147462)
Stmn2	peak_2095 (-379923), peak_2096 (-56961), peak_2097 (-46753)
Ston1	peak_1681 (-38440), peak_1682 (-22578)
Stox2	peak_3342 (+96397), peak_3341 (+143912)
Stpg2	peak_2313 (+325468), peak_2314 (+358698), peak_2315 (+951178)
Strn	peak_1670 (+145453)
Stx17	peak_2443 (+44091)
Stxbp5	peak_360 (-183921)
Stxbp6	peak_772 (-970237), peak_771 (-888031), peak_770 (-121536), peak_769 (+337060), peak_768 (+591473)
Suclg1	peak_3051 (+205967)
Suclg2	peak_3071 (-122499), peak_3070 (-81955)
Sucnr1	peak_2196 (+156027)
Suco	peak_311 (-55634)
Sugct	peak_912 (+335991), peak_911 (+754957)
Sulf1	peak_26 (-962718), peak_27 (-908915), peak_28 (-23677)
Sulf2	peak_2070 (-501492)
Sult1c1	peak_1630 (-59391)
Sult1c2	peak_1629 (+99810)
Sult2a1	peak_3170 (-59993)
Sult2a2	peak_3169 (-26801)
Sult2a3	peak_3171 (+66038)
Sult2a4	peak_3171 (-67418), peak_3170 (+92186)
Sult2a5	peak_3169 (+82737)
Sult2a8	peak_3172 (+42530)
Sult3a1	peak_395 (-36003)
Sult3a2	peak_395 (-35014), peak_394 (+143636)
Sult6b2	peak_3142 (-92727)
Susd1	peak_2468 (+95753)
Susd2	peak_468 (+39724)
Susd4	peak_341 (+50677)
Sv2b	peak_3209 (+563894), peak_3208 (+589796)
Sva	peak_3007 (+11128)
Svep1	peak_2466 (+188376)
Svop	peak_2876 (+39385)
Svs1	peak_3019 (+21711)
Swap70	peak_3251 (-40452)
Sybu	peak_1309 (-215346)
Sycp1	peak_2266 (+49071), peak_2265 (+69791)
Sycp2l	peak_946 (+90296)
Syf2	peak_2632 (+37313)
Syk	peak_965 (+269883), peak_966 (+292986), peak_967 (+296780)
Synj2	peak_1547 (-87194), peak_1548 (-29767)
Synpo2	peak_2289 (+41467)
Synpr	peak_1095 (-167548), peak_1096 (+355238)
Synrg	peak_669 (+84379)
Syt10	peak_1374 (-351055)
Syt14	peak_352 (-34218)
Syt16	peak_817 (+55602)
Syt4	peak_1721 (-121573)
Sytl5	peak_3628 (+39833), peak_3629 (+80424)
Syvn1	peak_1800 (-16553)
Szrd1	peak_2639 (+44523)
T	peak_1550 (-49948)
Tab2	peak_358 (-363524), peak_357 (-307385)
Tab3	peak_3731 (-304261), peak_3732 (-62714), peak_3733 (+93448)
Tac1	peak_2939 (-564614), peak_2940 (-160269), peak_2941 (-67043), peak_2942 (+58825)
Tacr1	peak_3059 (-301844), peak_3060 (-189763), peak_3061 (+208797)
Tacr2	peak_442 (+33710)
Tacr3	peak_2304 (-379729), peak_2305 (-330797), peak_2306 (-13896)
Tacstd2	peak_3043 (-826309)
Taldo1	peak_3273 (-35505)
Tanc2	peak_693 (+121840)
Tars	peak_1259 (+175614), peak_1258 (+225090)
Tas2r114	peak_3128 (-166901)
Tas2r118	peak_2979 (-99410), peak_2978 (+108085)
Tas2r119	peak_1287 (-474235), peak_1288 (-230698)
Tas2r134	peak_1939 (-143994)
Tas2r139	peak_3007 (-91414)
Tas2r140	peak_3129 (-28953)
Tatdn2	peak_3105 (-42571)
Tbc1d1	peak_2771 (+189612)
Tbc1d15	peak_533 (+39267)
Tbc1d16	peak_711 (+99382)
Tbc1d22b	peak_1592 (+50218)
Tbc1d7	peak_948 (-80167)
Tbca	peak_1045 (-106990)
Tbce	peak_904 (+74796)
Tbck	peak_2301 (+144441)
Tbl1xr1	peak_2127 (+79912), peak_2128 (+200280), peak_2129 (+383832), peak_2130 (+436900), peak_2131 (+856152)
Tbpl1	peak_378 (-72570)
Tbr1	peak_1957 (+48687), peak_1958 (+235973)
Tbx15	peak_2259 (+110871)
Tbx18	peak_3587 (-404764), peak_3586 (-83967)
Tbx19	peak_317 (+134558)
Tbx22	peak_3760 (-168632), peak_3761 (+69625)
Tbx3	peak_2887 (-268348), peak_2888 (-107056)
Tcf15	peak_2053 (+53937)
Tcf21	peak_379 (-39187), peak_378 (+16157)
Tcf4	peak_1766 (-218720)
Tcf7l1	peak_3050 (+53468)
Tcf7l2	peak_1864 (-152767), peak_1865 (-102499), peak_1866 (+65880)
Tchh	peak_2250 (-8923)
Tcl1b3	peak_854 (-141449), peak_855 (-136807)
Tcp11	peak_1589 (+11622)
Tcstv3	peak_1088 (-26691)
Tctex1d1	peak_2579 (+30610)
Tead4	peak_3124 (-12744)
Tec	peak_2787 (+59659)
Tecrl	peak_2812 (-428292), peak_2811 (+240194), peak_2810 (+448258), peak_2809 (+701154)
Teddm3	peak_1404 (+232086)
Tek	peak_2566 (+106340)
Tenm1	peak_3671 (-493126), peak_3670 (-41400), peak_3669 (+406512)
Tenm2	peak_617 (-777131), peak_616 (+893482)
Tenm3	peak_3344 (-932526)
Tenm4	peak_3233 (-802633), peak_3234 (-12882)
Terb2	peak_2025 (+33769)
Terf1	peak_35 (-44262), peak_36 (+77751)
Tesk2	peak_2607 (+11023), peak_2608 (+60833)
Tespa1	peak_556 (-20007)
Tet2	peak_2303 (-316286), peak_2302 (-35361)
Tex11	peak_3756 (+194292)
Tex13c3	peak_3645 (-350099), peak_3644 (-170425), peak_3643 (+288105), peak_3642 (+975891)
Tex15	peak_3318 (-104374)
Tex16	peak_3769 (-305453), peak_3770 (+57903)
Tex2	peak_694 (-78079)
Tex29	peak_3289 (-104470)
Tex47	peak_2666 (-561937), peak_2667 (-218652)
Tex48	peak_2474 (-29988)
Tfap2a	peak_944 (+107401), peak_943 (+146334)
Tfap2b	peak_47 (-76681), peak_48 (+163343), peak_49 (+190178), peak_50 (+241183), peak_51 (+590483), peak_52 (+790560)
Tfap2c	peak_2080 (+84389), peak_2081 (+158730), peak_2082 (+220399)
Tfap2d	peak_45 (-444149), peak_46 (-230559), peak_47 (+29211)
Tfcp2l1	peak_248 (-39343), peak_249 (+197425)
Tfec	peak_2965 (+296402), peak_2964 (+507328), peak_2963 (+538470), peak_2962 (+644734)
Tgfb2	peak_345 (+107157)
Tgif2lx1	peak_3779 (-461421)
Tgm3	peak_2033 (-64370)
Tgm6	peak_2034 (+21494)
Tgoln1	peak_3050 (-118484)
Thada	peak_1678 (+196699)
Thap1	peak_3306 (+429216)
Thbs2	peak_1557 (-112269), peak_1556 (+107198)
Theg	peak_475 (+8043)
Them4	peak_2252 (-41614), peak_2253 (-34253), peak_2254 (-20761)
Themis	peak_387 (+239437)
Themis2	peak_2626 (+10404)
Thoc2	peak_3668 (+134798)
Thoc3	peak_970 (-13173)
Thpo	peak_1404 (-187403)
Thrb	peak_1108 (-975315), peak_1109 (-955904)
Thsd4	peak_3551 (+465695), peak_3550 (+528455)
Thsd7a	peak_2957 (-119802), peak_2956 (+128794), peak_2955 (+470325), peak_2954 (+779140)
Thsd7b	peak_259 (-500020), peak_260 (+64073), peak_261 (+163150)
Thumpd2	peak_1673 (-180314)
Thumpd3	peak_3103 (-71966)
Tiam1	peak_1531 (+70365)
Tigit	peak_1438 (+520997), peak_1437 (+678581), peak_1436 (+708407)
Timd4	peak_629 (-43733), peak_630 (+100419)
Timm21	peak_1790 (-946213), peak_1789 (-875302), peak_1788 (-373839), peak_1787 (-50399)
Timp3	peak_479 (-65750)
Tiparp	peak_2205 (-98849), peak_2206 (-72194)
Tktl2	peak_3386 (+91973)
Tldc1	peak_3456 (+44495)
Tle1	peak_2503 (-512395), peak_2502 (-378661), peak_2501 (-342414), peak_2500 (-202564), peak_2499 (+120319), peak_2498 (+291684)
Tle3	peak_3552 (-359911), peak_3553 (+380516)
Tle4	peak_1811 (-743030), peak_1810 (-710675), peak_1809 (-435994), peak_1808 (-44579), peak_1807 (+369169)
Tll1	peak_3376 (-460666), peak_3375 (-357241)
Tln2	peak_3561 (+332350)
Tlr3	peak_3340 (-17783)
Tlr4	peak_2482 (-189447), peak_2483 (-145488), peak_2484 (-109348), peak_2485 (-52467), peak_2486 (+405864)
Tlr5	peak_341 (-139216), peak_342 (+132485)
Tlx1	peak_1843 (+40888)
Tm4sf1	peak_2187 (-25979), peak_2186 (+697637), peak_2185 (+930250)
Tm4sf4	peak_2187 (-97399)
Tmc1	peak_1816 (+198648)
Tmc3	peak_3217 (-398249)
Tmc7	peak_3260 (+9144)
Tmcc1	peak_3109 (+19790)
Tmcc2	peak_266 (+30867)
Tmcc3	peak_491 (-88071)
Tmco5	peak_2020 (-284372)
Tmco5b	peak_2017 (-151031)
Tmeff2	peak_117 (-992742), peak_118 (-597541)
Tmem106b	peak_2957 (-200627)
Tmem108	peak_3603 (-31760)
Tmem115	peak_3612 (-60830)
Tmem117	peak_1379 (+19815)
Tmem126b	peak_3228 (-246929)
Tmem132b	peak_2902 (-26542)
Tmem132c	peak_2903 (-152485), peak_2904 (+36102), peak_2905 (+337137)
Tmem132d	peak_2908 (-103633), peak_2907 (-67181), peak_2906 (+725422)
Tmem135	peak_3225 (+619335)
Tmem14a	peak_56 (-16318)
Tmem14c	peak_945 (+42191)
Tmem150c	peak_2843 (+29515)
Tmem161b	peak_1029 (+218906), peak_1030 (+267868), peak_1031 (+612562)
Tmem164	peak_3805 (-48982), peak_3806 (+33467)
Tmem167	peak_1038 (-46490)
Tmem168	peak_2958 (+35844)
Tmem17	peak_592 (+134987)
Tmem178b	peak_3005 (-183462)
Tmem179	peak_870 (+349522)
Tmem18	peak_740 (+102180)
Tmem192	peak_3377 (-56626)
Tmem196	peak_880 (-425748)
Tmem2	peak_1817 (+151676)
Tmem200a	peak_384 (+135824)
Tmem211	peak_2872 (-32738)
Tmem215	peak_2434 (+204763)
Tmem229a	peak_2984 (-155714), peak_2983 (-136865), peak_2982 (-120671)
Tmem232	peak_1653 (+209605), peak_1652 (+447783)
Tmem236	peak_1884 (-49070)
Tmem243	peak_2673 (-51734)
Tmem26	peak_454 (+472624)
Tmem260	peak_1152 (+144315)
Tmem261	peak_2510 (-653371), peak_2509 (-233050), peak_2508 (+772271)
Tmem29	peak_3813 (+339835), peak_3812 (+439320)
Tmem38b	peak_2457 (+394722), peak_2458 (+417711), peak_2459 (+664717), peak_2460 (+807289), peak_2461 (+828616), peak_2462 (+850648), peak_2463 (+995256)
Tmem39a	peak_1428 (+41035), peak_1429 (+117166)
Tmem40	peak_3107 (+33819)
Tmem41a	peak_1407 (+25601), peak_1406 (+38960)
Tmem45a	peak_1458 (-54757)
Tmem45a2	peak_1458 (+130423)
Tmem47	peak_3724 (-315461), peak_3725 (-180718), peak_3726 (-103885)
Tmem5	peak_545 (-294114), peak_544 (-16343)
Tmem51	peak_2644 (-76184), peak_2643 (+26619)
Tmem53	peak_2610 (+175803)
Tmem55a	peak_2373 (+156287), peak_2374 (+190661)
Tmem56	peak_2288 (-16619)
Tmem65	peak_1334 (+209448)
Tmem72	peak_3113 (-370174), peak_3112 (-209633), peak_3111 (-166703)
Tmem74	peak_1308 (-217014), peak_1307 (-146963), peak_1306 (+277067)
Tmpo	peak_488 (-160999), peak_487 (-86599)
Tmprss11c	peak_2815 (-29149)
Tmprss11d	peak_2815 (+54963)
Tmprss11f	peak_2816 (+38179)
Tmprss11g	peak_2816 (-75645)
Tmprss15	peak_1513 (-644083), peak_1512 (-570248)
Tmtc1	peak_3149 (-324529)
Tmtc2	peak_515 (-234895)
Tmtc4	peak_1240 (-83794)
Tmx1	peak_812 (+87047)
Tmx3	peak_1795 (-592413), peak_1796 (-239255), peak_1797 (-136210), peak_1798 (-97732), peak_1799 (-79358)
Tnc	peak_2477 (-944246), peak_2476 (-379834), peak_2475 (-246756)
Tnfaip8	peak_1743 (+29609)
Tnfrsf10b	peak_1174 (-18049)
Tnfrsf19	peak_1167 (+171173)
Tnfsf11	peak_1188 (+99470)
Tnfsf18	peak_310 (+232747)
Tnks	peak_3320 (-277941)
Tnn	peak_308 (+7604)
Tnp1	peak_162 (-308396)
Tns1	peak_162 (+800142)
Tns3	peak_561 (+794491)
Tnxb	peak_1598 (+15180)
Tob1	peak_681 (-35501)
Toe1	peak_2608 (+25859), peak_2607 (+75669)
Toporsl	peak_2456 (-71327)
Tor1aip1	peak_303 (-75570)
Tox	peak_2348 (-743240), peak_2347 (-637593), peak_2346 (-364520), peak_2345 (-288699), peak_2344 (+341333), peak_2343 (+381202)
Tpbg	peak_3585 (+56246)
Tph2	peak_533 (-27178), peak_532 (+149094)
Tpk1	peak_3011 (-893086), peak_3010 (-754244), peak_3009 (-77950), peak_3008 (+40262)
Tpm1	peak_3561 (-177947)
Tpm3-rs7	peak_1226 (-881601), peak_1227 (+271435), peak_1228 (+485023)
Tpp2	peak_96 (-78804)
Tpr	peak_298 (-54832)
Tprg	peak_1410 (-95784), peak_1411 (+278882)
Tpsg1	peak_1584 (+35175)
Tpt1	peak_1184 (+10096)
Tpte	peak_3303 (+12599)
Trabd2b	peak_2602 (-188204)
Trak2	peak_130 (+14606)
Tram1l1	peak_2290 (-280750)
Tram2	peak_56 (-123115)
Trap1a	peak_3801 (+130167)
Trappc2	peak_3835 (-23907)
Trat1	peak_1446 (+224395)
Trdn	peak_392 (+408337), peak_393 (+522467)
Trem1	peak_1622 (-10454)
Trhde	peak_532 (-234564), peak_531 (+265649), peak_530 (+269098)
Trhr	peak_1307 (-179143), peak_1308 (-109092)
Trib2	peak_733 (-598791), peak_732 (+393376), peak_731 (+438533), peak_730 (+790798)
Trim11	peak_644 (+115898), peak_645 (+146698)
Trim16	peak_647 (-16197)
Trim3	peak_3245 (+14934)
Trim30a	peak_3240 (-12887)
Trim30d	peak_3240 (+29745)
Trim32	peak_2478 (+218321), peak_2479 (+385715), peak_2480 (+465975), peak_2481 (+472981)
Trim36	peak_1738 (+821053)
Trim42	peak_3594 (+38924), peak_3593 (+236387)
Trim52	peak_1223 (+11508)
Triml1	peak_3334 (+135353), peak_3333 (+869079)
Triqk	peak_2360 (-580947), peak_2361 (-503608), peak_2362 (-475740), peak_2363 (-439345), peak_2364 (-193530), peak_2365 (+53015), peak_2366 (+218322), peak_2367 (+525592)
Trove2	peak_287 (+6219)
Trp53bp2	peak_340 (+52741)
Trp63	peak_1411 (-118066)
Trpa1	peak_34 (-164990)
Trpc4	peak_2181 (-27048)
Trpc6	peak_3476 (-223586), peak_3477 (-166505)
Trpc7	peak_974 (-476948), peak_973 (-312449), peak_972 (-88157)
Trpd52l3	peak_1826 (-6850)
Trpm3	peak_1817 (-209101)
Trpm8	peak_183 (+21801)
Trps1	peak_1324 (-718319), peak_1323 (-148109), peak_1322 (+405789), peak_1321 (+444790), peak_1320 (+919543)
Trub1	peak_1868 (-34946)
Tsc2	peak_1583 (+11762)
Tsc22d2	peak_2188 (-228153), peak_2189 (-136471)
Tsc22d3	peak_3803 (+89803)
Tsen15	peak_300 (+144544)
Tsen2	peak_3106 (-44696)
Tsfm	peak_552 (+19386)
Tsga8	peak_3729 (+510717)
Tshb	peak_2266 (-104355), peak_2265 (-83635)
Tshz2	peak_2076 (+296468), peak_2077 (+364271), peak_2078 (+437373), peak_2079 (+461170)
Tshz3	peak_3195 (+345465), peak_3196 (+888312)
Tspan12	peak_2973 (+458408)
Tspan5	peak_2312 (+155084)
Tspan7	peak_3630 (+39886)
Tspear	peak_472 (-37031)
Tspyl5	peak_1293 (-198686), peak_1292 (-179986), peak_1291 (+74937)
Ttc14	peak_2149 (-550294), peak_2150 (-200471)
Ttc17	peak_2000 (+102287)
Ttc21b	peak_1963 (-49859)
Ttc22	peak_2588 (+16759)
Ttc23l	peak_1257 (-137073)
Ttc28	peak_2869 (+407412)
Ttc36	peak_3531 (-39484)
Ttc39b	peak_2532 (+112713)
Ttc39c	peak_1697 (+88348)
Ttc6	peak_790 (+366338), peak_791 (+580832), peak_792 (+618300)
Ttc8	peak_847 (+8967)
Ttll1	peak_1369 (+20637)
Ttll11	peak_1919 (+336074)
Ttll3	peak_3104 (+20396)
Ttll7	peak_2323 (+72491), peak_2324 (+453756)
Ttll8	peak_1373 (+39807)
Tuba3b	peak_3147 (+26494)
Tubb2b	peak_933 (-9843)
Tubb6	peak_1762 (-26158)
Tulp3	peak_3124 (+42294)
Tusc1	peak_2564 (-867393), peak_2563 (-368001), peak_2562 (-358038), peak_2561 (+349602), peak_2560 (+524443)
Tusc3	peak_3326 (-186561)
Twf1	peak_1378 (+28424)
Txk	peak_2787 (-72183)
Txn2	peak_1358 (+65924)
Txndc8	peak_2466 (-9096)
Txnl1	peak_1755 (+217233), peak_1754 (+242718)
Tyr	peak_3223 (+78272), peak_3222 (+116945)
Tyrp1	peak_2519 (-586934)
Uaca	peak_3552 (+218926)
Ube2cbp	peak_3585 (+566324)
Ube2dnl1	peak_3774 (-148415)
Ube2dnl2	peak_3775 (+213115), peak_3776 (+235816), peak_3777 (+348689)
Ube2e1	peak_1110 (-190006)
Ube2e2	peak_1113 (-417983), peak_1112 (-410271), peak_1111 (-287269), peak_1110 (+371911)
Ube2e3	peak_1980 (-871264), peak_1981 (-252214)
Ube2g2	peak_472 (+27263)
Ube2l6	peak_1990 (+13080)
Ube2u	peak_2572 (+177525)
Ube2v2	peak_1399 (+152341), peak_1398 (+279283)
Ube3c	peak_2718 (+56368)
Ubl3	peak_2928 (-284715)
Ubr3	peak_1969 (+133183)
Ubxn2b	peak_2342 (-371121)
Ubxn4	peak_258 (+60587)
Uchl5	peak_288 (+84860), peak_289 (+194253)
Uck2	peak_324 (+88311)
Ufm1	peak_2181 (-265179)
Ugcg	peak_2468 (+153623)
Ugt1a10	peak_182 (-20156)
Ugt3a2	peak_1254 (+20858)
Ugt8a	peak_2293 (-49842)
Uhrf1bp1l	peak_486 (+219784)
Ulbp1	peak_356 (-18608)
Ulk4	peak_3623 (+16832)
Umps	peak_1421 (-296006), peak_1420 (+94476)
Unc13c	peak_3566 (+732417), peak_3565 (+793517)
Unc5b	peak_440 (-31890)
Unc5c	peak_2317 (-86772), peak_2318 (+301117)
Unc5d	peak_3316 (-880916), peak_3315 (-196253), peak_3314 (-140789), peak_3313 (+25479), peak_3312 (+248251), peak_3311 (+689498), peak_3310 (+826382)
Upf2	peak_1873 (+166847)
Upp2	peak_1953 (-107211)
Urgcp	peak_560 (+12229)
Uso1	peak_2830 (+80873)
Usp11	peak_3646 (+58533)
Usp15	peak_547 (+112189)
Usp17lb	peak_3242 (+8657)
Usp17le	peak_3242 (-56377), peak_3241 (+56198)
Usp24	peak_2586 (-139192)
Usp25	peak_1507 (+141061), peak_1508 (+179594)
Usp27x	peak_3625 (-184486)
Usp29	peak_3160 (+183166), peak_3161 (+246743)
Usp3	peak_3560 (-46309)
Usp35	peak_3236 (+104399), peak_3235 (+184740)
Usp38	peak_3413 (-57597)
Usp40	peak_182 (-26721)
Usp42	peak_2922 (+43350)
Usp45	peak_2397 (+48008)
Usp46	peak_2792 (-93213), peak_2791 (+80666)
Usp47	peak_3253 (-112329)
Usp51	peak_3817 (-32561)
Ust	peak_359 (-61968), peak_358 (+199071), peak_357 (+255210)
Utp18	peak_680 (+90499), peak_679 (+147625)
Utp20	peak_484 (+87723)
Utp6	peak_667 (+155573), peak_666 (+357059)
Utrn	peak_366 (+48200), peak_365 (+506399)
Uxs1	peak_96 (-27403)
Vac14	peak_3448 (-327597)
Vangl1	peak_2264 (-231786)
Vav3	peak_2275 (+716610)
Vcan	peak_1038 (-300124)
Vcl	peak_1118 (-83431)
Vcpkmt	peak_811 (+92963)
Vdr	peak_1383 (+31644)
Veph1	peak_2209 (-539133), peak_2208 (-373148)
Vgll2	peak_427 (-278546), peak_428 (-31189), peak_429 (-23335)
Vgll3	peak_1482 (-63889), peak_1483 (+496546), peak_1484 (+709131), peak_1485 (+938895)
Vill	peak_3617 (-112066), peak_3618 (-92266)
Vim	peak_1881 (+43573), peak_1882 (+84349)
Vit	peak_1670 (+83680)
Vma21-ps	peak_2456 (-38635)
Vmn1r1	peak_339 (+20532)
Vmn1r100	peak_3181 (-18401)
Vmn1r101	peak_3182 (-5795)
Vmn1r15	peak_3029 (+29354), peak_3030 (+46342)
Vmn1r16	peak_3030 (+19166), peak_3029 (+36154)
Vmn1r17	peak_3031 (-13469)
Vmn1r172	peak_3184 (+36312)
Vmn1r173	peak_3184 (-7714), peak_3185 (+43852)
Vmn1r174	peak_3185 (-7717)
Vmn1r18	peak_3031 (+15766)
Vmn1r203	peak_917 (+25365)
Vmn1r204	peak_917 (-6785)
Vmn1r219	peak_918 (+14011)
Vmn1r220	peak_918 (+7870)
Vmn1r223	peak_919 (+95791)
Vmn1r226	peak_1573 (-48162), peak_1574 (+31666)
Vmn1r228	peak_1574 (+58327)
Vmn1r26	peak_3032 (-164609)
Vmn1r27	peak_3032 (+42206)
Vmn1r28	peak_3033 (+33198)
Vmn1r29	peak_3033 (-8992)
Vmn1r37	peak_3042 (+34783)
Vmn1r38	peak_3042 (+11004)
Vmn1r41	peak_3067 (+21827), peak_3068 (+95186)
Vmn1r42	peak_3068 (+9676), peak_3067 (+83035)
Vmn1r62	peak_3154 (+29393), peak_3155 (+48120)
Vmn1r63	peak_3157 (-54189), peak_3156 (-48425), peak_3155 (+82698), peak_3154 (+101425)
Vmn1r64	peak_3157 (+24956), peak_3156 (+30720)
Vmn1r67	peak_3162 (+24550)
Vmn1r72	peak_3164 (+34590)
Vmn1r8	peak_3028 (+16841)
Vmn1r81	peak_3165 (-29233)
Vmn1r82	peak_3165 (-14893)
Vmn1r89	peak_3167 (+13136), peak_3168 (+49943)
Vmn1r9	peak_3028 (-18141)
Vmn2r-ps130	peak_1580 (-84974)
Vmn2r10	peak_2864 (+103602), peak_2863 (+125741), peak_2862 (+141249)
Vmn2r111	peak_1578 (+103918)
Vmn2r112	peak_1579 (+47615)
Vmn2r113	peak_1580 (+33209)
Vmn2r114	peak_1582 (+51851), peak_1581 (+66829)
Vmn2r118	peak_1634 (+30491), peak_1633 (+66073)
Vmn2r12	peak_2866 (-62856), peak_2865 (-24787)
Vmn2r120	peak_1638 (-153688), peak_1637 (-113795)
Vmn2r13	peak_2866 (+31387), peak_2865 (+69456)
Vmn2r14	peak_2867 (-55110)
Vmn2r15	peak_2867 (+17824)
Vmn2r18	peak_2930 (+233047)
Vmn2r19	peak_3120 (+51512)
Vmn2r20	peak_3120 (+58216)
Vmn2r23	peak_3121 (+59852)
Vmn2r24	peak_3121 (-16298)
Vmn2r54	peak_3166 (-37101)
Vmn2r55	peak_3166 (+11756)
Vmn2r57	peak_3200 (+19550)
Vmn2r65	peak_3219 (-17905), peak_3218 (+9479)
Vmn2r66	peak_3220 (-12093), peak_3219 (+30106)
Vmn2r67	peak_3220 (+131789)
Vmn2r85	peak_557 (-15333)
Vmn2r86	peak_557 (+10949)
Vmn2r88	peak_1156 (-28062), peak_1157 (+24227)
Vmn2r89	peak_1157 (-16734), peak_1158 (+64318)
Vmn2r9	peak_2864 (-50324), peak_2863 (-28185), peak_2862 (-12677)
Vmn2r90	peak_1565 (-17145)
Vmn2r91	peak_1566 (+45681)
Vmn2r92	peak_1566 (-21192)
Vmn2r95	peak_1567 (+105911)
Vmn2r96	peak_1567 (-51712), peak_1568 (+26302), peak_1569 (+218878), peak_1570 (+260030), peak_1571 (+320866)
Vmn2r97	peak_1568 (-306293), peak_1569 (-113717), peak_1570 (-72565), peak_1571 (-11729)
Vmn2r98	peak_1572 (+50151)
Vmn2r99	peak_1572 (-258491)
Vps13b	peak_1294 (+263711)
Vps13c	peak_3562 (+311519)
Vps33a	peak_2897 (-10018)
Vps37b	peak_2899 (-30619), peak_2898 (-18734)
Vps41	peak_913 (-29176)
Vps50	peak_2932 (+86876), peak_2933 (+148715)
Vps8	peak_1405 (+174399)
Vrk1	peak_857 (+52978)
Vrk2	peak_603 (-795467), peak_602 (-768881), peak_601 (-138955), peak_600 (-75948)
Vstm2a	peak_575 (-479555), peak_576 (+128060)
Vstm2l	peak_2058 (-95631), peak_2059 (-18390)
Vsx1	peak_2051 (-15783)
Vti1a	peak_1864 (+272692), peak_1865 (+322960)
Vwa3b	peak_87 (+13233)
Vwa8	peak_1190 (+147987)
Vwc2	peak_563 (-946524), peak_564 (-64645), peak_565 (+34185)
Vwc2l	peak_152 (-756494), peak_153 (-516944), peak_154 (-90498), peak_155 (+261304)
Vwde	peak_2958 (-347291)
Wac	peak_1694 (+347024)
Wasf1	peak_408 (+115786)
Wasl	peak_2981 (-8356)
Wbscr17	peak_2909 (+258419)
Wdfy3	peak_2849 (-339190), peak_2848 (-152932), peak_2847 (+88350), peak_2846 (+207653)
Wdpcp	peak_590 (+62180), peak_591 (+334930)
Wdr17	peak_3349 (-199069), peak_3348 (-130690)
Wdr25	peak_859 (+78412)
Wdr27	peak_1557 (+128122)
Wdr44	peak_3651 (-158069)
Wdr49	peak_2225 (+15136)
Wdr75	peak_105 (-140742), peak_106 (-26329)
Wdr89	peak_819 (+38108)
Wdr90	peak_1586 (+5963)
Wdsub1	peak_1956 (-227480), peak_1955 (-206058), peak_1954 (-167591)
Wee1	peak_3251 (+59213)
Wfdc2	peak_2066 (-28348)
Wls	peak_2335 (-185392), peak_2336 (-164477)
Wnt5a	peak_1127 (+116208)
Wrn	peak_3317 (+233974)
Wscd1	peak_657 (-543268), peak_658 (+70086)
Wscd2	peak_2873 (+90153), peak_2874 (+141256)
Wwc1	peak_616 (-361873)
Wwc2	peak_3343 (-32823)
Wwox	peak_3454 (+75904)
Wwp1	peak_2391 (-41775), peak_2390 (+38419)
Xab2	peak_3275 (+14401)
Xcl1	peak_317 (-90688)
Xirp2	peak_1966 (+493633)
Xkr4	peak_1 (-181260)
Xkr8	peak_2625 (-10300)
Xkr9	peak_30 (+68795), peak_31 (+228548), peak_32 (+416372), peak_33 (+444586)
Xlr	peak_3683 (-86397)
