# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_3261	Gpr139 (-255384), Gp2 (+19298)
peak_3262	Abca15 (-27998), Abca14 (+96722)
peak_3263	Zkscan2 (-371148), Hs3st4 (-111272)
peak_3264	Gsg1l (+41242), D430042O09Rik (+333254)
peak_3265	Xpo6 (-37669), Sbk1 (-34449)
peak_3266	Zfp629 (-77164), Bcl7c (+17042)
peak_3267	Pstk (+10274), Ikzf5 (+29106)
peak_3268	Lhpp (+45914), Fam53b (+156975)
peak_3269	Dock1 (+7833), Fam196a (+259910)
peak_3270	Kndc1 (-19408), Adgra1 (+41114)
peak_3271	5830411N06Rik (-23031), Cd163l1 (+6080)
peak_3272	Olfr61 (-14452), Olfr46 (+4357)
peak_3273	Taldo1 (-35505), Eps8l2 (+17814)
peak_3274	Arhgef18 (-15992), A430078G23Rik (+23609)
peak_3275	Xab2 (+14401), Camsap3 (+19103)
peak_3276	Cd209a (-44930), Cd209e (+60395)
peak_3277	Cers4 (-113047), Ccl25 (+30564)
peak_3278	Cers4 (-101591), Ccl25 (+42020)
peak_3279	Slc10a2 (-136545)
peak_3280	Slc10a2 (-736218)
peak_3281	Slc10a2 (-908721)
peak_3282	NONE
peak_3283	NONE
peak_3284	NONE
peak_3285	NONE
peak_3286	Arglu1 (-278938), Fam155a (+801702)
peak_3287	Arglu1 (-667891), Fam155a (+412749)
peak_3288	Irs2 (+48540), Myo16 (+805950)
peak_3289	Tex29 (-104470), Arhgef7 (+7899)
peak_3290	Spaca7 (-36668), Sox1 (+141086)
peak_3291	Cln8 (-691769), Dlgap2 (+100477)
peak_3292	Cln8 (-160164), Dlgap2 (+632082)
peak_3293	Myom2 (+594621)
peak_3294	NONE
peak_3295	Csmd1 (+344918)
peak_3296	Csmd1 (+36173)
peak_3297	Mcph1 (-561091), Csmd1 (-498759)
peak_3298	Csmd1 (-897407), Mcph1 (-162443)
peak_3299	Defb38 (-18775), Defb39 (+19469)
peak_3300	Defb14 (-13929), Spag11a (+22542)
peak_3301	Defa17 (-15039), Defa26 (+22558)
peak_3302	Ccdc70 (+18790), Atp7b (+70919)
peak_3303	Tpte (+12599), Slc25a15 (+102557)
peak_3304	Zmat4 (+167946), 1810011O10Rik (+601380)
peak_3305	Adam5 (-115880), Adam32 (+8858)
peak_3306	Zfp703 (-389997), Thap1 (+429216)
peak_3307	Poteg (+113451)
peak_3308	Poteg (+145067)
peak_3309	Poteg (+584727)
peak_3310	Unc5d (+826382), Poteg (+945584)
peak_3311	Unc5d (+689498)
peak_3312	Unc5d (+248251)
peak_3313	Unc5d (+25479)
peak_3314	Unc5d (-140789)
peak_3315	Unc5d (-196253)
peak_3316	Dusp26 (-988919), Unc5d (-880916)
peak_3317	Wrn (+233974)
peak_3318	Tex15 (-104374), 5930422O12Rik (+37461)
peak_3319	Gtf2e2 (-32736), Gsr (+46365)
peak_3320	Tnks (-277941), Ppp1r3b (-132127)
peak_3321	Mfhas1 (-81811), Eri1 (-10454)
peak_3322	Gm19410 (-41420), Mfhas1 (+136572)
peak_3323	AI429214 (+487409)
peak_3324	AI429214 (+560360)
peak_3325	AI429214 (+633935)
peak_3326	Tusc3 (-186561), Sgcz (-157798)
peak_3327	Msr1 (-87312), Fgf20 (+557021)
peak_3328	Msr1 (-252115), Fgf20 (+392218)
peak_3329	Zdhhc2 (-55186), Micu3 (+61171)
peak_3330	Adam20 (-17416), Adam25 (+23649)
peak_3331	Frg1 (-96506)
peak_3332	Frg1 (-620865)
peak_3333	Frg1 (-855333), Triml1 (+869079)
peak_3334	Triml1 (+135353)
peak_3335	Adam26a (-18638), Gm5346 (+31931)
peak_3336	Adam34 (-81450)
peak_3337	Fat1 (-957681), Adam34 (-267717)
peak_3338	Adam34 (-879271), Fat1 (-346127)
peak_3339	F11 (+82767), Mtnr1a (+110127)
peak_3340	Sorbs2 (-79516), Tlr3 (-17783)
peak_3341	Stox2 (+143912), Enpp6 (+158603)
peak_3342	Stox2 (+96397), Enpp6 (+206118)
peak_3343	Dctd (-86584), Wwc2 (-32823)
peak_3344	Tenm3 (-932526)
peak_3345	NONE
peak_3346	NONE
peak_3347	NONE
peak_3348	Wdr17 (-130690), Gpm6a (-105474)
peak_3349	Wdr17 (-199069), Gpm6a (-37095)
peak_3350	Adam29 (+163697), Gpm6a (+788408)
peak_3351	Hpgd (+55976), Cep44 (+200296)
peak_3352	Hand2 (-493086), Fbxo8 (+276807)
peak_3353	Hand2 (-280102), Fbxo8 (+489791)
peak_3354	Hand2 (-216091), Fbxo8 (+553802)
peak_3355	Hand2 (-137971), Fbxo8 (+631922)
peak_3356	Scrg1 (-58748), Hand2 (+76192)
peak_3357	Galnt7 (-23477)
peak_3358	BC030500 (-925684), Galnt7 (-333040)
peak_3359	Galnt7 (-645563), BC030500 (-613161)
peak_3360	Galnt7 (-818460), BC030500 (-440264)
peak_3361	Galntl6 (-709239), Gm10283 (+881319)
peak_3362	Galntl6 (-737303), Gm10283 (+853255)
peak_3363	Galntl6 (-765155), Gm10283 (+825403)
peak_3364	Galntl6 (-868831), Gm10283 (+721727)
peak_3365	Galntl6 (-921469), Gm10283 (+669089)
peak_3366	Gm10283 (+446713)
peak_3367	Gm10283 (+30331)
peak_3368	Cbr4 (-106859), Sh3rf1 (+157003)
peak_3369	Cbr4 (+29172), Palld (+385763)
peak_3370	Spock3 (-788411), Anxa10 (-39834)
peak_3371	Spock3 (-700897), Anxa10 (-127348)
peak_3372	Anxa10 (-532082), Spock3 (-296163)
peak_3373	Spock3 (+124244), Sgo2b (+876565)
peak_3374	Sgo2b (+273598), Spock3 (+727211)
peak_3375	Tll1 (-357241), Cpe (+129820)
peak_3376	Tll1 (-460666), Cpe (+26395)
peak_3377	Tmem192 (-56626), Klhl2 (-40542)
peak_3378	March1 (-936992), BC030870 (-55187)
peak_3379	March1 (-823906), BC030870 (-168273)
peak_3380	March1 (-798764), BC030870 (-193415)
peak_3381	March1 (-718112), BC030870 (-274067)
peak_3382	March1 (-667726), BC030870 (-324453)
peak_3383	March1 (-578792), BC030870 (-413387)
peak_3384	March1 (-530795), BC030870 (-461384)
peak_3385	BC030870 (-707256), March1 (-284923)
peak_3386	Npy5r (+84362), Tktl2 (+91973)
peak_3387	Psd3 (+191585), Nat3 (+259135)
peak_3388	Psd3 (-246486), Sh2d4a (-55507)
peak_3389	Sh2d4a (+134787), Csgalnact1 (+323792)
peak_3390	Sh2d4a (+222735), Csgalnact1 (+235844)
peak_3391	Zfp930 (-15399), Lzts1 (-9414)
peak_3392	Crtc1 (+20567), Comp (+45454)
peak_3393	Myo9b (-213360), Map1s (+153422)
peak_3394	Myo9b (-200433), Map1s (+166349)
peak_3395	Hsh2d (+8185), Cib3 (+14996)
peak_3396	F2rl3 (+83760), Large1 (+507900)
peak_3397	F2rl3 (+205906), Large1 (+385754)
peak_3398	Large1 (+195557), F2rl3 (+396103)
peak_3399	Large1 (-837542), Isx (-682458)
peak_3400	Isx (-388434)
peak_3401	Rasd2 (-67750), Mcm5 (+36625)
peak_3402	Gm10358 (+66958), Rasd2 (+125687)
peak_3403	Iqcm (+124990)
peak_3404	Iqcm (+139161)
peak_3405	Nr3c2 (-801792), Iqcm (+649189)
peak_3406	Nr3c2 (-565709), Iqcm (+885272)
peak_3407	Nr3c2 (-488185), Iqcm (+962796)
peak_3408	Nr3c2 (-431430)
peak_3409	Arhgap10 (-18631), Prmt9 (-12813)
peak_3410	Zfp827 (+32165), 1700011L22Rik (+187968)
peak_3411	Mmaa (-37906), Smad1 (+66675)
peak_3412	Hhip (-287857), Gypa (-147918)
peak_3413	Inpp4b (-270037), Usp38 (-57597)
peak_3414	Inpp4b (+378964), Il15 (+681696)
peak_3415	Zfp330 (-44844), Rnf150 (-44352)
peak_3416	Phkb (+107585), Abcc12 (+632099)
peak_3417	Abcc12 (+364878), Phkb (+374806)
peak_3418	N4bp1 (-109599), Cbln1 (+477752)
peak_3419	4933402J07Rik (+178143), Zfp423 (+217599)
peak_3420	4933402J07Rik (+189282), Zfp423 (+206460)
peak_3421	Cnep1r1 (-81044), Zfp423 (-78130)
peak_3422	Nkd1 (-138881), Brd7 (-20279)
peak_3423	Cyld (+116055), Sall1 (+231047)
peak_3424	Ces1f (-19294), Ces1g (+38267)
peak_3425	Ces1h (-105859), Ces5a (+50123)
peak_3426	Gnao1 (-226675), Ces5a (-48931)
peak_3427	Prss54 (-35745), Gins3 (-22253)
peak_3428	Got2 (-171757)
peak_3429	Got2 (-885635)
peak_3430	NONE
peak_3431	NONE
peak_3432	NONE
peak_3433	Cdh8 (+987266)
peak_3434	Cdh8 (+717120)
peak_3435	Cdh8 (+571030)
peak_3436	Cdh8 (-443720)
peak_3437	Cdh8 (-864705)
peak_3438	NONE
peak_3439	Cdh11 (+637379)
peak_3440	Cdh11 (-975914), Cdh5 (-340069)
peak_3441	Fam96b (-53549), Ces2a (-38489)
peak_3442	Ces2b (-6183), Ces2a (+91386)
peak_3443	Cbfb (-32403), Ces4a (+6471)
peak_3444	Nfat5 (-87658), Cyb5b (+55172)
peak_3445	Zfhx3 (-260337), Psmd7 (-93843)
peak_3446	Zfhx3 (+445311)
peak_3447	Pmfbp1 (-554768), Zfhx3 (+996615)
peak_3448	Vac14 (-327597), Hydin (+24025)
peak_3449	Ldhd (+34730), Znrf1 (+59547)
peak_3450	Gm6793 (-468331), Cntnap4 (-86676)
peak_3451	Mon1b (-984018), Cntnap4 (+81774)
peak_3452	Mon1b (-838096), Cntnap4 (+227696)
peak_3453	Mon1b (-802847), Cntnap4 (+262945)
peak_3454	Wwox (+75904)
peak_3455	Cdh13 (-305408), Mphosph6 (-176382)
peak_3456	Atp2c2 (+33912), Tldc1 (+44495)
peak_3457	Fam92b (-272466), Gse1 (-38515)
peak_3458	Foxf1 (-223398), Irf8 (+124630)
peak_3459	Rhou (-125866), Gas8 (+9229)
peak_3460	Rab4a (-76439), Rhou (+75617)
peak_3461	Map10 (-65154), Sipa1l2 (-34856)
peak_3462	Gm3952 (-14670), Ccdc7a (+252153)
peak_3463	Gm3952 (-150530), Ccdc7a (+116293)
peak_3464	Gm3952 (-231392), Ccdc7a (+35431)
peak_3465	Gm10999 (+7522), Ccdc7b (+56916)
peak_3466	Alkbh8 (-218892), Gm10715 (+79475)
peak_3467	Alkbh8 (-189747), Gm10715 (+108620)
peak_3468	Alkbh8 (-159788), Gm10715 (+138579)
peak_3469	Cwf19l2 (-24227), Alkbh8 (+43887)
peak_3470	Gucy1a2 (+210968), Aasdhppt (+565721)
peak_3471	Aasdhppt (+127515), Gucy1a2 (+649174)
peak_3472	Gria4 (+24153), Msantd4 (+395519)
peak_3473	Pdgfd (-803476), Casp12 (+19706)
peak_3474	Pdgfd (-639017), Casp12 (+184165)
peak_3475	Ddi1 (-794737), Dync2h1 (+119863)
peak_3476	Trpc6 (-223586), Cep126 (-186262)
peak_3477	Cep126 (-243343), Trpc6 (-166505)
peak_3478	Arhgap42 (-87165)
peak_3479	Arhgap42 (-306144)
peak_3480	Arhgap42 (-984681), Cntn5 (+680993)
peak_3481	Cntn5 (+614120)
peak_3482	Cntn5 (+346548)
peak_3483	Cntn5 (-236084)
peak_3484	Cntn5 (-512408)
peak_3485	Cntn5 (-747291)
peak_3486	Jrkl (+506196)
peak_3487	Jrkl (+329739)
peak_3488	Jrkl (+161548)
peak_3489	Sesn3 (-174433), Fam76b (+274152)
peak_3490	Fat3 (-105712)
peak_3491	Chordc1 (-435736)
peak_3492	Chordc1 (-318406)
peak_3493	Chordc1 (-282532)
peak_3494	Mbd3l1 (+29040), Muc16 (+167111)
peak_3495	Olfr839-ps1 (+17234), Olfr837 (+23761)
peak_3496	Zfp317 (-26970), Olfr855 (+12541)
peak_3497	Olfr873 (-10579), Olfr39 (+7199)
peak_3498	Dnmt1 (-14437), S1pr2 (+9365)
peak_3499	Angptl8 (-19094), Kank2 (-17672)
peak_3500	Npsr1 (-813426), Bmper (+61516)
peak_3501	Npsr1 (-489459), Bmper (+385483)
peak_3502	Npsr1 (-413159), Bmper (+461783)
peak_3503	Npsr1 (-116095), Bmper (+758847)
peak_3504	Npsr1 (+168501), Dpy19l1 (+236621)
peak_3505	Dpy19l1 (+174814), Npsr1 (+230308)
peak_3506	Herpud2 (-81757), Sept7 (-18874)
peak_3507	Eepd1 (-61053), Sept7 (+168043)
peak_3508	Eepd1 (+156816)
peak_3509	B3gat1 (-975294), Eepd1 (+276887)
peak_3510	Snx19 (-289462), Ntm (-174517)
peak_3511	Adamts15 (+49760), Snx19 (+445584)
peak_3512	Prdm10 (-88423), Aplp2 (-14893)
peak_3513	Fli1 (+22149), Kcnj1 (+125461)
peak_3514	D730048I06Rik (-27516), 9230110F15Rik (+26522)
peak_3515	Gm7257 (-196405), Gm5916 (-106700)
peak_3516	Gm5916 (-253868), Gm7257 (-49237)
peak_3517	A630095E13Rik (-32427), Acrv1 (-22191)
peak_3518	Fez1 (+135328), Pknox2 (+179395)
peak_3519	Olfr876 (-20102), Olfr875 (+11099)
peak_3520	ENSMUSG00000111448 (-28507), Olfr911-ps1 (+30091)
peak_3521	Olfr924 (-3819)
peak_3522	Olfr933 (-7466), Olfr930 (+35038)
peak_3523	Olfr954 (-18058), Olfr952 (-16227)
peak_3524	Olfr957 (-15712), Olfr958 (+22533)
peak_3525	Olfr982 (-32746), Olfr981 (+19619)
peak_3526	Olfr982 (-9780), Olfr981 (+42585)
peak_3527	Scn3b (-15049), Zfp202 (+61851)
peak_3528	Clmp (-193699), Gramd1b (-36549)
peak_3529	Ddx6 (-36544), Cxcr5 (-6471)
peak_3530	Cxcr5 (-25773), Ddx6 (-17242)
peak_3531	Ttc36 (-39484), Kmt2a (+38740)
peak_3532	Cep164 (+29935), Dscaml1 (+368465)
peak_3533	Cep164 (+23155), Dscaml1 (+375245)
peak_3534	Gm4791 (-582080), 4931429L15Rik (-96675)
peak_3535	4931429L15Rik (-494892), Gm4791 (-183863)
peak_3536	Cadm1 (+41833), Nxpe2 (+768854)
peak_3537	Cadm1 (+173982), Nxpe2 (+636705)
peak_3538	Nnmt (-43948), Zbtb16 (+186844)
peak_3539	Ncam1 (-485098), Rpl10-ps3 (+60998)
peak_3540	Rpl10-ps3 (-118228), Plet1 (-31329)
peak_3541	1810046K07Rik (-242555), Arhgap20 (-193880)
peak_3542	1810046K07Rik (-291439), Arhgap20 (-144996)
peak_3543	Zc3h12c (-217338), AI593442 (+294331)
peak_3544	AI593442 (-199460), Ddx10 (+368813)
peak_3545	AI593442 (-312925), Ddx10 (+255348)
peak_3546	Sln (-20172), Slc35f2 (+58454)
peak_3547	Isl2 (+97045), Scaper (+281412)
peak_3548	Scaper (+90770), Isl2 (+287687)
peak_3549	Hmg20a (+18577), Lingo1 (+198442)
peak_3550	Nr2e3 (-32463), Thsd4 (+528455)
peak_3551	Nr2e3 (-95223), Thsd4 (+465695)
peak_3552	Tle3 (-359911), Uaca (+218926)
peak_3553	Rplp1 (+160641), Tle3 (+380516)
peak_3554	Fem1b (+43873), Itga11 (+90235)
peak_3555	Pias1 (-78400), Skor1 (+87701)
peak_3556	Skor1 (-35499), Map2k5 (+195423)
peak_3557	Smad3 (-161159), Smad6 (+102906)
peak_3558	Igdcc4 (-7268), Dpp8 (+61804)
peak_3559	Herc1 (-129982), Dapk2 (+62321)
peak_3560	Car12 (-74235), Usp3 (-46309)
peak_3561	Tpm1 (-177947), Tln2 (+332350)
peak_3562	Rora (-501871), Vps13c (+311519)
peak_3563	Lipc (+30867), Adam10 (+224944)
peak_3564	Pygo1 (-68409), Prtg (+50362)
peak_3565	Rsl24d1 (+62001), Unc13c (+793517)
peak_3566	Rsl24d1 (+123101), Unc13c (+732417)
peak_3567	Fam214a (-66556), Onecut1 (+47634)
peak_3568	Bcl2l10 (+27933), Mapk6 (+33668)
peak_3569	Hmgcll1 (-35810), Bmp5 (+203681)
peak_3570	Gfral (+24207), Hmgcll1 (+174595)
peak_3571	Gclc (-79711), Klhl31 (+38324)
peak_3572	Mb21d1 (+15473), Ddx43 (+31954)
peak_3573	Col12a1 (+464211), Cd109 (+638761)
peak_3574	Col12a1 (+375918), Cd109 (+727054)
peak_3575	Col12a1 (+315411), Cd109 (+787561)
peak_3576	Impg1 (-717371), Htr1b (+450976)
peak_3577	Irak1bp1 (-792166), Mei4 (+173704)
peak_3578	Irak1bp1 (-695472), Mei4 (+270398)
peak_3579	Irak1bp1 (-470178), Mei4 (+495692)
peak_3580	Irak1bp1 (-352942), Mei4 (+612928)
peak_3581	Irak1bp1 (-264230), Mei4 (+701640)
peak_3582	Phip (-75486), Hmgn3 (+95683)
peak_3583	Sh3bgrl2 (-87673), Lca5 (-19628)
peak_3584	Fam46a (-299229), Ibtk (+122981)
peak_3585	Tpbg (+56246), Ube2cbp (+566324)
peak_3586	Nt5e (-511970), Tbx18 (-83967)
peak_3587	Tbx18 (-404764), Nt5e (-191173)
peak_3588	AF529169 (+144589), Mthfs (+267379)
peak_3589	Plod2 (+743413)
peak_3590	1190002N15Rik (+145153)
peak_3591	Zbtb38 (-38660), Pxylp1 (+97983)
peak_3592	Spsb4 (-37815), Slc25a36 (+54499)
peak_3593	Slc25a36 (-22414), Trim42 (+236387)
peak_3594	Slc25a36 (-219877), Trim42 (+38924)
peak_3595	Clstn2 (-216914), Nmnat3 (-46488)
peak_3596	A4gnt (-21695), Dbr1 (+15008)
peak_3597	Sox14 (-70741), Il20rb (+539877)
peak_3598	Msl2 (-31773), Pccb (-8091)
peak_3599	9630041A04Rik (-511163), Ppp2r3a (-175523)
peak_3600	Ky (-81778), Ephb1 (-69279)
peak_3601	Slco2a1 (-166962), Ryk (+6123)
peak_3602	Slco2a1 (-83604), Ryk (+89481)
peak_3603	Nphp3 (-277979), Tmem108 (-31760)
peak_3604	Dnajc13 (-37795), Acpp (+37003)
peak_3605	Mrpl3 (-204826), Cpne4 (+278930)
peak_3606	Atp2c1 (-108842), Pik3r4 (-12931)
peak_3607	Pik3r4 (+49437), Col6a6 (+135693)
peak_3608	Iqcf6 (-35749), Iqcf4 (-19837)
peak_3609	Manf (-26746), Dock3 (+313184)
peak_3610	Manf (-197940), Dock3 (+141990)
peak_3611	Manf (-242656), Dock3 (+97274)
peak_3612	Tmem115 (-60830), Cacna2d2 (+73503)
peak_3613	Apeh (-89282), Bsn (+6496)
peak_3614	Fbxw15 (-17408), Fbxw24 (+40387)
peak_3615	Stac (-114978), Arpp21 (+382440)
peak_3616	Arpp21 (-302055)
peak_3617	Vill (-112066), Ctdspl (+14259)
peak_3618	Vill (-92266), Ctdspl (+34059)
peak_3619	Exog (+38603), Scn5a (+95509)
peak_3620	Myrip (-135693), Mobp (+18536)
peak_3621	Myrip (-129639), Mobp (+24590)
peak_3622	Myrip (-113343), Mobp (+40886)
peak_3623	Ulk4 (+16832), Ctnnb1 (+326965)
peak_3624	Slc6a20b (+12258), Sacm1l (+90548)
peak_3625	Usp27x (-184486), Ppp1r3f (+13971)
peak_3626	H2al1o (-23742), Dynlt3 (+66852)
peak_3627	H2al1o (-59565), Dynlt3 (+31029)
peak_3628	Sytl5 (+39833), Srpx (+192227)
peak_3629	Sytl5 (+80424), Srpx (+151636)
peak_3630	Mid1ip1 (-192346), Tspan7 (+39886)
peak_3631	H2al1a (-334021), Mid1ip1 (+247846)
peak_3632	Cask (-343778), H2al1n (-20792)
peak_3633	H2al1n (+278485)
peak_3634	H2al1n (+374124)
peak_3635	NONE
peak_3636	Cypt1 (-726537)
peak_3637	Cypt1 (-613839)
peak_3638	Cypt1 (-119973)
peak_3639	Cypt1 (-82446)
peak_3640	Efhc2 (-194419), Fundc1 (+58538)
peak_3641	Kdm6a (+138559), 4930578C19Rik (+160237)
peak_3642	4930578C19Rik (-44057), Tex13c3 (+975891)
peak_3643	4930578C19Rik (-731843), Tex13c3 (+288105)
peak_3644	Chst7 (-407816), Tex13c3 (-170425)
peak_3645	Tex13c3 (-350099), Chst7 (-228142)
peak_3646	Araf (-86104), Usp11 (+58533)
peak_3647	Agtr2 (-222476), Gm21876 (-86415)
peak_3648	Gm21876 (-234254), Agtr2 (-74637)
peak_3649	Gm28269 (-17458)
peak_3650	Gm28269 (-761839), Klhl13 (+778623)
peak_3651	Klhl13 (-249423), Wdr44 (-158069)
peak_3652	Gm4985 (-49743), Gm5934 (+492083)
peak_3653	Gm5168 (-153427), Gm2012 (+26887)
peak_3654	Dock11 (-66396), Gm14819 (+418253)
peak_3655	Gm14569 (+31576), Gm6268 (+58974)
peak_3656	Rhox3e (-3406)
peak_3657	Rhox10 (-157152), Rhox9 (-7553)
peak_3658	Rhox10 (-88972), Rhox9 (-75733)
peak_3659	Cypt15 (-506544), 6030498E09Rik (+67052)
peak_3660	Cypt15 (-14167), 6030498E09Rik (+559429)
peak_3661	Cypt15 (+248574), Cypt14 (+268763)
peak_3662	Cypt14 (+196221), Cypt15 (+321116)
peak_3663	Cypt14 (+57850), Cypt15 (+459487)
peak_3664	Cypt14 (-36601)
peak_3665	Gria3 (-445487)
peak_3666	Gria3 (-169641)
peak_3667	Gria3 (-89952)
peak_3668	Thoc2 (+134798), Gria3 (+375799)
peak_3669	Sh2d1a (+258829), Tenm1 (+406512)
peak_3670	Tenm1 (-41400)
peak_3671	Tenm1 (-493126), Dcaf12l2 (+707378)
peak_3672	Actrt1 (+213629)
peak_3673	Actrt1 (+648582), Smarca1 (+914930)
peak_3674	Smarca1 (+155982)
peak_3675	Xpnpep2 (-54669), Apln (-19407)
peak_3676	Olfr1320 (-11608), Arhgap36 (+190288)
peak_3677	Olfr1322 (-106793), Olfr1323 (+21083)
peak_3678	Olfr1323 (-63840), Olfr1324 (+343383)
peak_3679	Olfr1323 (-322505), Olfr1324 (+84718)
peak_3680	Stk26 (-374513), Olfr1324 (-39952)
peak_3681	Stk26 (-290827), Olfr1324 (-123638)
peak_3682	Phf6 (-13547), Ccdc160 (+107519)
peak_3683	Gm16405 (-647115), Xlr (-86397)
peak_3684	Zfp449 (-105860), Gm773 (-27659)
peak_3685	Adgrg4 (-82466), Map7d3 (-58533)
peak_3686	4930550L24Rik (-621106), Zic3 (+257611)
peak_3687	4930550L24Rik (-107851), Zic3 (+770866)
peak_3688	4930550L24Rik (-47454), Zic3 (+831263)
peak_3689	F9 (-532859), Fgf13 (-332169)
peak_3690	Fgf13 (-715363), F9 (-149665)
peak_3691	F9 (+46456), Mcf2 (+133169)
peak_3692	Mcf2 (-21828), Atp11c (+203064)
peak_3693	Gm7073 (-168973), Sox3 (+268262)
peak_3694	Ldoc1 (-450849), Cdr1 (-73090)
peak_3695	Ldoc1 (-443413), Cdr1 (-80526)
peak_3696	4933402E13Rik (-563830), Ldoc1 (+13815)
peak_3697	4933402E13Rik (-317375), Ldoc1 (+260270)
peak_3698	4931400O07Rik (+279753)
peak_3699	4931400O07Rik (+548908)
peak_3700	Ctag2 (+105839)
peak_3701	Slitrk2 (-197367), 4930447F04Rik (-147727)
peak_3702	Slitrk2 (+364338), Gm1140 (+679906)
peak_3703	Gm1140 (+313110), Slitrk2 (+731134)
peak_3704	Gm1140 (+222180), Slitrk2 (+822064)
peak_3705	4933436I01Rik (-418251), Fmr1 (-338840)
peak_3706	Gm6812 (-254272), Aff2 (-212969)
peak_3707	Gm6812 (-353518), Aff2 (-113723)
peak_3708	1700020N15Rik (-372573), Aff2 (+212433)
peak_3709	Ids (+111255), 1700020N15Rik (+308529)
peak_3710	Magea4 (-114775), Cnga2 (+115393)
peak_3711	Magea10 (-191627), Gabra3 (+77701)
peak_3712	Gabrq (-139942), Gabra3 (-29308)
peak_3713	Zfp185 (+20769), Pnma5 (+28995)
peak_3714	Gm5640 (+12612), Olfr1325 (+38695)
peak_3715	Cldn34b3 (-312978), Pls3 (-124373)
peak_3716	Pls3 (-409727), Cldn34b3 (-27624)
peak_3717	5430402E10Rik (-32436), Obp1a (+133876)
peak_3718	5430402E10Rik (-44089), Obp1a (+122223)
peak_3719	Mageb16 (-46695)
peak_3720	Mageb16 (-73374)
peak_3721	Mageb16 (-114783)
peak_3722	Mageb16 (-148276)
peak_3723	Mageb16 (-190377)
peak_3724	Tmem47 (-315461)
peak_3725	Tmem47 (-180718)
peak_3726	Tmem47 (-103885)
peak_3727	4930595M18Rik (-780515), Dmd (-710267)
peak_3728	Dmd (-293902)
peak_3729	Dmd (+28304), Tsga8 (+510717)
peak_3730	Fthl17a (-703836)
peak_3731	Tab3 (-304261), Fthl17a (+20082)
peak_3732	Tab3 (-62714), Fthl17a (+261629)
peak_3733	Tab3 (+93448), Gk (+109183)
peak_3734	Mageb4 (-118146)
peak_3735	Mageb4 (-642572)
peak_3736	Mageb4 (-828244)
peak_3737	Il1rapl1 (+648778)
peak_3738	Il1rapl1 (+183855)
peak_3739	Il1rapl1 (-231470)
peak_3740	Il1rapl1 (-719324), Pet2 (+574720)
peak_3741	Il1rapl1 (-882542), Pet2 (+411502)
peak_3742	4932429P05Rik (-264357), Pet2 (-78222)
peak_3743	Gm44 (-507025), 4930415L06Rik (-452265)
peak_3744	4930415L06Rik (-842825), Gm44 (-116465)
peak_3745	4930415L06Rik (-912546), Gm44 (-46744)
peak_3746	Arx (-573984), Mageb18 (-112940)
peak_3747	Mageb18 (-343913), Arx (-343011)
peak_3748	Arhgef9 (-167202), Amer1 (+111184)
peak_3749	Zc3h12b (-139459), Zc4h2 (-101065)
peak_3750	Gpr165 (-54040), Heph (+204093)
peak_3751	Eda2r (-456709), Ar (-314844)
peak_3752	Eda2r (-599481), Ar (-172072)
peak_3753	Eda2r (-726539), Ar (-45014)
peak_3754	Ophn1 (+307195), Ar (+435021)
peak_3755	Awat2 (+117456), Eda (+319525)
peak_3756	Dlg3 (+97598), Tex11 (+194292)
peak_3757	Gjb1 (-64312), Nlgn3 (+20214)
peak_3758	Zdhhc15 (-50497), Magee2 (+135706)
peak_3759	Fgf16 (-27561), Cypt2 (+236946)
peak_3760	Tbx22 (-168632), Itm2a (-95956)
peak_3761	Tbx22 (+69625), 2610002M06Rik (+78745)
peak_3762	Gm732 (-38427), Gm379 (+678028)
peak_3763	Sh3bgrl (-42280), Hmgn5 (-39681)
peak_3764	Gm6377 (+507112)
peak_3765	Pou3f4 (-983357), Gm6377 (+634165)
peak_3766	Pou3f4 (-721220), Gm6377 (+896302)
peak_3767	Pou3f4 (-396831)
peak_3768	Pou3f4 (-375307)
peak_3769	Tex16 (-305453), Hdx (-90988)
peak_3770	4933403O08Rik (-87626), Tex16 (+57903)
peak_3771	Pof1b (-141659), Chm (+345207)
peak_3772	Chm (-64980), Dach2 (-47760)
peak_3773	Klhl4 (-864649), Dach2 (+311427)
peak_3774	Ube2dnl1 (-148415), Klhl4 (+282264)
peak_3775	Ube2dnl2 (+213115)
peak_3776	Ube2dnl2 (+235816)
peak_3777	Ube2dnl2 (+348689)
peak_3778	Cpxcr1 (-243818)
peak_3779	Pabpc5 (-985038), Tgif2lx1 (-461421)
peak_3780	Pabpc5 (-417894)
peak_3781	H2afb3 (-72547)
peak_3782	Nap1l3 (+217755)
peak_3783	Nap1l3 (-587344), Cldn34c1 (-118814)
peak_3784	Nap1l3 (-628642), Cldn34c1 (-77516)
peak_3785	4932411N23Rik (+546143)
peak_3786	4921511C20Rik (-262991), Gm382 (+91330)
peak_3787	4921511C20Rik (-119099), Gm382 (+235222)
peak_3788	4921511C20Rik (-17442), Gm382 (+336879)
peak_3789	Cldn34c4 (-865826)
peak_3790	Diaph2 (-346670)
peak_3791	Diaph2 (-320822)
peak_3792	Diaph2 (-136328)
peak_3793	Diaph2 (+454244)
peak_3794	NONE
peak_3795	NONE
