# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
Anti-GFP.mLb.mkD.sorted_peak_8	Rp1 (-134105), Sox17 (+1994)
Anti-GFP.mLb.mkD.sorted_peak_35338	Sema4a (-36787), Lmna (+10809)
Anti-GFP.mLb.mkD.sorted_peak_35347	Rab25 (-4741), Ubqln4 (-717), Lamtor2 (-17)
Anti-GFP.mLb.mkD.sorted_peak_35363	Arhgef2 (+396)
Anti-GFP.mLb.mkD.sorted_peak_35380	Dap3 (-328), Ash1l (+120)
Anti-GFP.mLb.mkD.sorted_peak_35383	Pklr (-3372)
Anti-GFP.mLb.mkD.sorted_peak_35384	Pklr (+908)
Anti-GFP.mLb.mkD.sorted_peak_35419	Efna4 (-154)
Anti-GFP.mLb.mkD.sorted_peak_35423	Dcst1 (-355)
Anti-GFP.mLb.mkD.sorted_peak_35440	Pmvk (-504)
Anti-GFP.mLb.mkD.sorted_peak_35459	Chrnb2 (+3714), Adar (+30170)
Anti-GFP.mLb.mkD.sorted_peak_35517	Slc27a3 (+1584), Gatad2b (+95165)
Anti-GFP.mLb.mkD.sorted_peak_35536	S100a2 (-51777), S100a16 (+1216)
Anti-GFP.mLb.mkD.sorted_peak_35538	S100a2 (-3585)
Anti-GFP.mLb.mkD.sorted_peak_35548	Lor (+2239), Pglyrp3 (+66320)
Anti-GFP.mLb.mkD.sorted_peak_35549	Sprr2k (-3620), Gm9774 (+461)
Anti-GFP.mLb.mkD.sorted_peak_35550	Lce1d (-2134)
Anti-GFP.mLb.mkD.sorted_peak_35569	Rorc (+526)
Anti-GFP.mLb.mkD.sorted_peak_35570	Lingo4 (+880)
Anti-GFP.mLb.mkD.sorted_peak_35571	Tdrkh (-251)
Anti-GFP.mLb.mkD.sorted_peak_35587	Cgn (+1206), Selenbp2 (+91730)
Anti-GFP.mLb.mkD.sorted_peak_35616	Gabpb2 (-358)
Anti-GFP.mLb.mkD.sorted_peak_35630	Cers2 (+920)
Anti-GFP.mLb.mkD.sorted_peak_35640	Hormad1 (+311)
Anti-GFP.mLb.mkD.sorted_peak_35641	Golph3l (+142)
Anti-GFP.mLb.mkD.sorted_peak_35657	Adamtsl4 (-48887), Ecm1 (+2765)
Anti-GFP.mLb.mkD.sorted_peak_35672	Anp32e (+407)
Anti-GFP.mLb.mkD.sorted_peak_35680	Plekho1 (+243)
Anti-GFP.mLb.mkD.sorted_peak_35689	Sv2a (+560)
Anti-GFP.mLb.mkD.sorted_peak_35728	Hfe2 (-4597)
Anti-GFP.mLb.mkD.sorted_peak_35757	Pias3 (-741)
Anti-GFP.mLb.mkD.sorted_peak_35762	Polr3c (-579), Rnf115 (+356)
Anti-GFP.mLb.mkD.sorted_peak_35766	Cd160 (+4410), Rnf115 (+97277)
Anti-GFP.mLb.mkD.sorted_peak_35770	Gpr89 (-506)
Anti-GFP.mLb.mkD.sorted_peak_35782	Bcl9 (+3)
Anti-GFP.mLb.mkD.sorted_peak_35792	Chd1l (+642)
Anti-GFP.mLb.mkD.sorted_peak_35810	Notch2 (+783)
Anti-GFP.mLb.mkD.sorted_peak_35813	Adam30 (+126)
Anti-GFP.mLb.mkD.sorted_peak_35833	Gdap2 (-173), Wdr3 (+199)
Anti-GFP.mLb.mkD.sorted_peak_35836	Man1a2 (+16)
Anti-GFP.mLb.mkD.sorted_peak_35841	Trim45 (-727)
Anti-GFP.mLb.mkD.sorted_peak_35900	Atp1a1 (-225634), Mab21l3 (+5905)
Anti-GFP.mLb.mkD.sorted_peak_35904	Casq2 (-74007), Nhlh2 (+2253)
Anti-GFP.mLb.mkD.sorted_peak_35927	Vangl1 (-107)
Anti-GFP.mLb.mkD.sorted_peak_35937	Sycp1 (+232)
Anti-GFP.mLb.mkD.sorted_peak_35948	Dennd2c (-25106), Ampd1 (+28436)
Anti-GFP.mLb.mkD.sorted_peak_35975	Syt6 (+786)
Anti-GFP.mLb.mkD.sorted_peak_35978	Gm10964 (-4077), Olfml3 (+2712)
Anti-GFP.mLb.mkD.sorted_peak_35990	Rsbn1 (+867)
Anti-GFP.mLb.mkD.sorted_peak_35991	Phtf1 (+31)
Anti-GFP.mLb.mkD.sorted_peak_36019	Fam19a3 (+3571), Slc16a1 (+135308)
Anti-GFP.mLb.mkD.sorted_peak_36021	Fam19a3 (-4699), Ppm1j (+1190)
Anti-GFP.mLb.mkD.sorted_peak_36031	Wnt2b (-241)
Anti-GFP.mLb.mkD.sorted_peak_36036	Cttnbp2nl (-1124)
Anti-GFP.mLb.mkD.sorted_peak_36044	Rap1a (+1043), Fam212b (+95694)
Anti-GFP.mLb.mkD.sorted_peak_36048	Pifo (+13196), Ovgp1 (+27739)
Anti-GFP.mLb.mkD.sorted_peak_36054	Cept1 (-22), Dram2 (+26)
Anti-GFP.mLb.mkD.sorted_peak_36061	Kcna2 (-43)
Anti-GFP.mLb.mkD.sorted_peak_36073	Gm10961 (-34976), Alx3 (+1315)
Anti-GFP.mLb.mkD.sorted_peak_36074	Gm10961 (-22), Strip1 (+394)
Anti-GFP.mLb.mkD.sorted_peak_36075	Ahcyl1 (+586)
Anti-GFP.mLb.mkD.sorted_peak_36084	Eps8l3 (-3753)
Anti-GFP.mLb.mkD.sorted_peak_36085	Gstm5 (+299)
Anti-GFP.mLb.mkD.sorted_peak_36096	Gnai3 (+237)
Anti-GFP.mLb.mkD.sorted_peak_36105	Atxn7l2 (+766)
Anti-GFP.mLb.mkD.sorted_peak_36115	Mybphl (-2476)
Anti-GFP.mLb.mkD.sorted_peak_36116	Psrc1 (-16278), Mybphl (+2670)
Anti-GFP.mLb.mkD.sorted_peak_36138	Wdr47 (+349)
Anti-GFP.mLb.mkD.sorted_peak_36145	Stxbp3 (+703)
Anti-GFP.mLb.mkD.sorted_peak_36151	Henmt1 (-100), Gm9857 (+461)
Anti-GFP.mLb.mkD.sorted_peak_36161	Ntng1 (-7825), Prmt6 (+107660)
Anti-GFP.mLb.mkD.sorted_peak_36176	Rnpc3 (+197)
Anti-GFP.mLb.mkD.sorted_peak_36210	Lrrc39 (-44626), Dbt (+5282)
Anti-GFP.mLb.mkD.sorted_peak_36218	Slc35a3 (+530)
Anti-GFP.mLb.mkD.sorted_peak_36226	Agl (+54)
Anti-GFP.mLb.mkD.sorted_peak_36248	Ptbp2 (+1832)
Anti-GFP.mLb.mkD.sorted_peak_36305	Abca4 (-946)
Anti-GFP.mLb.mkD.sorted_peak_36327	Bcar3 (+716)
Anti-GFP.mLb.mkD.sorted_peak_36335	Bcar3 (+62927), Fnbp1l (+136848)
Anti-GFP.mLb.mkD.sorted_peak_36340	Fnbp1l (+29)
Anti-GFP.mLb.mkD.sorted_peak_36361	Synpo2 (-317)
Anti-GFP.mLb.mkD.sorted_peak_36365	Sec24d (-461)
Anti-GFP.mLb.mkD.sorted_peak_36370	Mettl14 (-55550), Prss12 (-5255)
Anti-GFP.mLb.mkD.sorted_peak_36371	Prss12 (-540)
Anti-GFP.mLb.mkD.sorted_peak_36384	Arsj (-425234), Ugt8a (-22565)
Anti-GFP.mLb.mkD.sorted_peak_36386	Arsj (+141)
Anti-GFP.mLb.mkD.sorted_peak_36392	Camk2d (+400850), Ank2 (+411003)
Anti-GFP.mLb.mkD.sorted_peak_36418	Tifa (-745)
Anti-GFP.mLb.mkD.sorted_peak_36422	Ap1ar (+1089), Tifa (+45618)
Anti-GFP.mLb.mkD.sorted_peak_36426	5730508B09Rik (+287)
Anti-GFP.mLb.mkD.sorted_peak_36459	Egf (+855)
Anti-GFP.mLb.mkD.sorted_peak_36465	Lrit3 (+231)
Anti-GFP.mLb.mkD.sorted_peak_36473	Sec24b (+844)
Anti-GFP.mLb.mkD.sorted_peak_36474	Col25a1 (+301)
Anti-GFP.mLb.mkD.sorted_peak_36505	Lef1 (+51757), Hadh (+109873)
Anti-GFP.mLb.mkD.sorted_peak_36513	Hadh (+889)
Anti-GFP.mLb.mkD.sorted_peak_36524	Sgms2 (-145371), Papss1 (-74464)
Anti-GFP.mLb.mkD.sorted_peak_36525	Papss1 (+765)
Anti-GFP.mLb.mkD.sorted_peak_36527	Dkk2 (+706)
Anti-GFP.mLb.mkD.sorted_peak_36537	Npnt (-758)
Anti-GFP.mLb.mkD.sorted_peak_36541	Ints12 (-119), Gstcd (+104)
Anti-GFP.mLb.mkD.sorted_peak_36542	Ppa2 (+871)
Anti-GFP.mLb.mkD.sorted_peak_36568	Tacr3 (+267)
Anti-GFP.mLb.mkD.sorted_peak_36609	Nfkb1 (+596)
Anti-GFP.mLb.mkD.sorted_peak_36615	Slc39a8 (-9)
Anti-GFP.mLb.mkD.sorted_peak_36618	Ppp3ca (+286)
Anti-GFP.mLb.mkD.sorted_peak_36646	1110002E22Rik (+207)
Anti-GFP.mLb.mkD.sorted_peak_36650	Mttp (-668), Trmt10a (+539)
Anti-GFP.mLb.mkD.sorted_peak_36653	Adh5 (-188)
Anti-GFP.mLb.mkD.sorted_peak_36663	Tspan5 (+834)
Anti-GFP.mLb.mkD.sorted_peak_36698	Bmpr1b (+233)
Anti-GFP.mLb.mkD.sorted_peak_36700	Bmpr1b (-182950), Pdlim5 (+226594)
Anti-GFP.mLb.mkD.sorted_peak_36704	Gbp7 (+377)
Anti-GFP.mLb.mkD.sorted_peak_36705	Gbp3 (+61)
Anti-GFP.mLb.mkD.sorted_peak_36715	Pkn2 (+207)
Anti-GFP.mLb.mkD.sorted_peak_36738	Sh3glb1 (+1050), Selenof (+148847)
Anti-GFP.mLb.mkD.sorted_peak_36744	Odf2l (-200)
Anti-GFP.mLb.mkD.sorted_peak_36745	Col24a1 (+576)
Anti-GFP.mLb.mkD.sorted_peak_36764	Bcl10 (+416)
Anti-GFP.mLb.mkD.sorted_peak_36788	Mcoln3 (-4078)
Anti-GFP.mLb.mkD.sorted_peak_36791	Mcoln2 (+319)
Anti-GFP.mLb.mkD.sorted_peak_36808	Rpf1 (-299)
Anti-GFP.mLb.mkD.sorted_peak_36810	Samd13 (-81371), Prkacb (+14453)
Anti-GFP.mLb.mkD.sorted_peak_36811	Ttll7 (-39821), Prkacb (-31130)
Anti-GFP.mLb.mkD.sorted_peak_36827	Adgrl2 (-5213)
Anti-GFP.mLb.mkD.sorted_peak_36848	Ptgfr (+347)
Anti-GFP.mLb.mkD.sorted_peak_36874	Miga1 (-3924), Usp33 (-2158)
Anti-GFP.mLb.mkD.sorted_peak_36881	Ak5 (+753)
Anti-GFP.mLb.mkD.sorted_peak_36886	St6galnac5 (+1286), Pigk (+266847)
Anti-GFP.mLb.mkD.sorted_peak_36901	St6galnac3 (+531)
Anti-GFP.mLb.mkD.sorted_peak_36908	Acadm (+200)
Anti-GFP.mLb.mkD.sorted_peak_36977	Penk (-174)
Anti-GFP.mLb.mkD.sorted_peak_36985	Ubxn2b (-544294), Fam110b (+2683)
Anti-GFP.mLb.mkD.sorted_peak_36996	Sdcbp (+377)
Anti-GFP.mLb.mkD.sorted_peak_37003	Tox (+612)
Anti-GFP.mLb.mkD.sorted_peak_37027	Chd7 (-4)
Anti-GFP.mLb.mkD.sorted_peak_37033	Clvs1 (-517878), Chd7 (+60074)
Anti-GFP.mLb.mkD.sorted_peak_37075	2610301B20Rik (-575)
Anti-GFP.mLb.mkD.sorted_peak_37104	Trp53inp1 (+292)
Anti-GFP.mLb.mkD.sorted_peak_37107	Ccne2 (+5)
Anti-GFP.mLb.mkD.sorted_peak_37128	Pdp1 (-654)
Anti-GFP.mLb.mkD.sorted_peak_37167	Necab1 (+106)
Anti-GFP.mLb.mkD.sorted_peak_37169	Tmem64 (+776)
Anti-GFP.mLb.mkD.sorted_peak_37171	Calb1 (+257)
Anti-GFP.mLb.mkD.sorted_peak_37173	Nbn (+365)
Anti-GFP.mLb.mkD.sorted_peak_37174	Osgin2 (+392)
Anti-GFP.mLb.mkD.sorted_peak_37175	Ripk2 (+505)
Anti-GFP.mLb.mkD.sorted_peak_37189	Mmp16 (-134)
Anti-GFP.mLb.mkD.sorted_peak_37202	Cpne3 (+554)
Anti-GFP.mLb.mkD.sorted_peak_37246	Coq3 (+416)
Anti-GFP.mLb.mkD.sorted_peak_37253	Fbxl4 (+1059), Pou3f2 (+129764)
Anti-GFP.mLb.mkD.sorted_peak_37258	Pou3f2 (-4507)
Anti-GFP.mLb.mkD.sorted_peak_37349	Lyrm2 (+385)
Anti-GFP.mLb.mkD.sorted_peak_37351	Ankrd6 (+60297), Lyrm2 (+62905)
Anti-GFP.mLb.mkD.sorted_peak_37366	Ube2j1 (+226)
Anti-GFP.mLb.mkD.sorted_peak_37367	Gabrr1 (-66408), Gabrr2 (+3001)
Anti-GFP.mLb.mkD.sorted_peak_37371	Pm20d2 (-115)
Anti-GFP.mLb.mkD.sorted_peak_37375	Pnrc1 (+137)
Anti-GFP.mLb.mkD.sorted_peak_37390	Cnr1 (-298)
Anti-GFP.mLb.mkD.sorted_peak_37391	Spaca1 (+674)
Anti-GFP.mLb.mkD.sorted_peak_37397	Slc35a1 (-29)
Anti-GFP.mLb.mkD.sorted_peak_37423	3110043O21Rik (+214)
Anti-GFP.mLb.mkD.sorted_peak_37433	NONE
Anti-GFP.mLb.mkD.sorted_peak_37446	Aco1 (+385)
Anti-GFP.mLb.mkD.sorted_peak_37469	Aptx (-516)
Anti-GFP.mLb.mkD.sorted_peak_37473	Smu1 (+972)
Anti-GFP.mLb.mkD.sorted_peak_37484	Smu1 (-95078), B4galt1 (+1004)
Anti-GFP.mLb.mkD.sorted_peak_37497	Aqp7 (-144)
Anti-GFP.mLb.mkD.sorted_peak_37511	Ube2r2 (-1349)
Anti-GFP.mLb.mkD.sorted_peak_37531	AI464131 (+2814), Nudt2 (+35111)
Anti-GFP.mLb.mkD.sorted_peak_37548	Enho (-44307), Cntfr (+10811)
Anti-GFP.mLb.mkD.sorted_peak_37558	Il11ra1 (-4014), Galt (+954)
Anti-GFP.mLb.mkD.sorted_peak_37561	Gm21541 (-130362), Il11ra1 (+13052)
Anti-GFP.mLb.mkD.sorted_peak_37576	Fancg (+137)
Anti-GFP.mLb.mkD.sorted_peak_37577	Fancg (-10326), Pigo (+5075)
Anti-GFP.mLb.mkD.sorted_peak_37586	Atp8b5 (-206595), Unc13b (+1502)
Anti-GFP.mLb.mkD.sorted_peak_37597	Fam166b (+4238), Rusc2 (+18461)
Anti-GFP.mLb.mkD.sorted_peak_37600	Fam166b (-4709)
Anti-GFP.mLb.mkD.sorted_peak_37601	Tesk1 (+1756), Cd72 (+10933)
Anti-GFP.mLb.mkD.sorted_peak_37605	Cd72 (-24330), Sit1 (+4776)
Anti-GFP.mLb.mkD.sorted_peak_37606	Sit1 (+200)
Anti-GFP.mLb.mkD.sorted_peak_37619	Spag8 (+4554), Npr2 (+17063)
Anti-GFP.mLb.mkD.sorted_peak_37621	Spag8 (-2221), Hint2 (+693)
Anti-GFP.mLb.mkD.sorted_peak_37623	Tmem8b (-4657)
Anti-GFP.mLb.mkD.sorted_peak_37624	Fam221b (+15), Tmem8b (+155)
Anti-GFP.mLb.mkD.sorted_peak_37634	Reck (+394)
Anti-GFP.mLb.mkD.sorted_peak_37642	Ccin (+153)
Anti-GFP.mLb.mkD.sorted_peak_37655	Melk (-67461), Rnf38 (-65807)
Anti-GFP.mLb.mkD.sorted_peak_37680	Pax5 (-1239)
Anti-GFP.mLb.mkD.sorted_peak_37681	Zcchc7 (+112)
Anti-GFP.mLb.mkD.sorted_peak_37707	Trmt10b (-161)
Anti-GFP.mLb.mkD.sorted_peak_37709	Exosc3 (-830)
Anti-GFP.mLb.mkD.sorted_peak_37710	Dcaf10 (+96)
Anti-GFP.mLb.mkD.sorted_peak_37727	Shb (+487)
Anti-GFP.mLb.mkD.sorted_peak_37744	Stra6l (-3860)
Anti-GFP.mLb.mkD.sorted_peak_37756	Xpa (+473)
Anti-GFP.mLb.mkD.sorted_peak_37761	Foxe1 (+1765), Trmo (+44049)
Anti-GFP.mLb.mkD.sorted_peak_37767	Trmo (-356)
Anti-GFP.mLb.mkD.sorted_peak_37774	Trim14 (+1260), Nans (+45633)
Anti-GFP.mLb.mkD.sorted_peak_37786	Tbc1d2 (-80)
Anti-GFP.mLb.mkD.sorted_peak_37795	Anks6 (+502)
Anti-GFP.mLb.mkD.sorted_peak_37804	Alg2 (-392), Sec61b (+67)
Anti-GFP.mLb.mkD.sorted_peak_37812	Invs (-300), Erp44 (+56)
Anti-GFP.mLb.mkD.sorted_peak_37828	Tmeff1 (+3)
Anti-GFP.mLb.mkD.sorted_peak_37834	Plppr1 (+94)
Anti-GFP.mLb.mkD.sorted_peak_37841	Rnf20 (-325)
Anti-GFP.mLb.mkD.sorted_peak_37843	Grin3a (+207)
Anti-GFP.mLb.mkD.sorted_peak_37861	Nipsnap3a (-106)
Anti-GFP.mLb.mkD.sorted_peak_37864	Abca1 (+346)
Anti-GFP.mLb.mkD.sorted_peak_37866	Slc44a1 (-274575), Abca1 (-5943)
Anti-GFP.mLb.mkD.sorted_peak_37872	Slc44a1 (-66)
Anti-GFP.mLb.mkD.sorted_peak_37880	Fsd1l (+870)
Anti-GFP.mLb.mkD.sorted_peak_37882	Fktn (+725)
Anti-GFP.mLb.mkD.sorted_peak_37883	Tal2 (-46)
Anti-GFP.mLb.mkD.sorted_peak_37950	Actl7a (-2877), Actl7b (+907)
Anti-GFP.mLb.mkD.sorted_peak_37951	Ikbkap (-10), Fam206a (-8)
Anti-GFP.mLb.mkD.sorted_peak_37957	Ctnnal1 (+816)
Anti-GFP.mLb.mkD.sorted_peak_37996	Ptpn3 (-1240)
Anti-GFP.mLb.mkD.sorted_peak_38039	Lpar1 (+95)
Anti-GFP.mLb.mkD.sorted_peak_38056	Ugcg (-1)
Anti-GFP.mLb.mkD.sorted_peak_38067	Ptbp3 (+410)
Anti-GFP.mLb.mkD.sorted_peak_38072	E130308A19Rik (-64)
Anti-GFP.mLb.mkD.sorted_peak_38074	Snx30 (+830)
Anti-GFP.mLb.mkD.sorted_peak_38078	Slc46a2 (+79)
Anti-GFP.mLb.mkD.sorted_peak_38099	Hdhd3 (-174)
Anti-GFP.mLb.mkD.sorted_peak_38102	Alad (-4513), 4933430I17Rik (-962), Pole3 (+661)
Anti-GFP.mLb.mkD.sorted_peak_38105	Rgs3 (-49)
Anti-GFP.mLb.mkD.sorted_peak_38120	Zfp618 (-513)
Anti-GFP.mLb.mkD.sorted_peak_38123	Kif12 (+732)
Anti-GFP.mLb.mkD.sorted_peak_38124	Col27a1 (-456)
Anti-GFP.mLb.mkD.sorted_peak_38137	Tmem268 (-628)
Anti-GFP.mLb.mkD.sorted_peak_38142	Tnc (-99)
Anti-GFP.mLb.mkD.sorted_peak_38186	Megf9 (+269)
Anti-GFP.mLb.mkD.sorted_peak_38192	Tle1 (+36)
Anti-GFP.mLb.mkD.sorted_peak_38241	Lurap1l (+994)
Anti-GFP.mLb.mkD.sorted_peak_38253	Mpdz (-797)
Anti-GFP.mLb.mkD.sorted_peak_38283	Nfib (-3108)
Anti-GFP.mLb.mkD.sorted_peak_38292	Zdhhc21 (+555)
Anti-GFP.mLb.mkD.sorted_peak_38319	Ccdc171 (-1337)
Anti-GFP.mLb.mkD.sorted_peak_38347	Bnc2 (+2396)
Anti-GFP.mLb.mkD.sorted_peak_38355	Adamtsl1 (-847042), Sh3gl2 (+1432)
Anti-GFP.mLb.mkD.sorted_peak_38384	Plin2 (-80127), Dennd4c (-24068)
Anti-GFP.mLb.mkD.sorted_peak_38386	Rps6 (+68)
Anti-GFP.mLb.mkD.sorted_peak_38405	Focad (-39)
Anti-GFP.mLb.mkD.sorted_peak_38415	Gm13290 (-11715), Gm13283 (+2000)
Anti-GFP.mLb.mkD.sorted_peak_38418	Gm13278 (-2909), Gm13277 (+9)
Anti-GFP.mLb.mkD.sorted_peak_38421	Gm13287 (-3719), Gm13285 (-130)
Anti-GFP.mLb.mkD.sorted_peak_38427	Mtap (+267)
Anti-GFP.mLb.mkD.sorted_peak_38430	Cdkn2a (+19528), Mtap (+138003)
Anti-GFP.mLb.mkD.sorted_peak_38431	Cdkn2a (+12345), Mtap (+145186)
Anti-GFP.mLb.mkD.sorted_peak_38436	Cdkn2a (-14642), Cdkn2b (+1737)
Anti-GFP.mLb.mkD.sorted_peak_38458	Elavl2 (+3771)
Anti-GFP.mLb.mkD.sorted_peak_38469	Tusc1 (+144)
Anti-GFP.mLb.mkD.sorted_peak_38494	Jun (+97)
Anti-GFP.mLb.mkD.sorted_peak_38506	Cyp2j13 (+223)
Anti-GFP.mLb.mkD.sorted_peak_38508	Cyp2j6 (+261)
Anti-GFP.mLb.mkD.sorted_peak_38509	Cyp2j9 (+120)
Anti-GFP.mLb.mkD.sorted_peak_38517	Nfia (+41), E130114P18Rik (+399)
Anti-GFP.mLb.mkD.sorted_peak_38549	Dock7 (+1961), Angptl3 (+88000)
Anti-GFP.mLb.mkD.sorted_peak_38553	Atg4c (+556)
Anti-GFP.mLb.mkD.sorted_peak_38570	Alg6 (+391)
Anti-GFP.mLb.mkD.sorted_peak_38572	Efcab7 (-1893), Itgb3bp (-315)
Anti-GFP.mLb.mkD.sorted_peak_38588	Raver2 (+895)
Anti-GFP.mLb.mkD.sorted_peak_38591	Jak1 (+438)
Anti-GFP.mLb.mkD.sorted_peak_38609	Dnajc6 (+416)
Anti-GFP.mLb.mkD.sorted_peak_38611	Lepr (+382)
Anti-GFP.mLb.mkD.sorted_peak_38615	Gm12790 (-3817), Gm12789 (-1760)
Anti-GFP.mLb.mkD.sorted_peak_38617	Pde4b (-133)
Anti-GFP.mLb.mkD.sorted_peak_38619	Sgip1 (-189406), Pde4b (+315954)
Anti-GFP.mLb.mkD.sorted_peak_38622	Sgip1 (-545)
Anti-GFP.mLb.mkD.sorted_peak_38628	Slc35d1 (+74)
Anti-GFP.mLb.mkD.sorted_peak_38631	Oma1 (+964)
Anti-GFP.mLb.mkD.sorted_peak_38633	Dab1 (-747372), Oma1 (+306406)
Anti-GFP.mLb.mkD.sorted_peak_38638	Dab1 (+682)
Anti-GFP.mLb.mkD.sorted_peak_38643	Fyb2 (+234)
Anti-GFP.mLb.mkD.sorted_peak_38645	Prkaa2 (+480)
Anti-GFP.mLb.mkD.sorted_peak_38691	Ttc22 (+112)
Anti-GFP.mLb.mkD.sorted_peak_38715	Ssbp3 (-1066)
Anti-GFP.mLb.mkD.sorted_peak_38727	Mrpl37 (-175), Cyb5rl (+55)
Anti-GFP.mLb.mkD.sorted_peak_38729	Tmem59 (-80073), Cdcp2 (+1435)
Anti-GFP.mLb.mkD.sorted_peak_38739	Hspb11 (-329), Lrrc42 (-64)
Anti-GFP.mLb.mkD.sorted_peak_38758	Magoh (-44883), Lrp8 (+32459)
Anti-GFP.mLb.mkD.sorted_peak_38762	0610037L13Rik (-603)
Anti-GFP.mLb.mkD.sorted_peak_38771	Scp2 (+223)
Anti-GFP.mLb.mkD.sorted_peak_38776	Zyg11a (+722)
Anti-GFP.mLb.mkD.sorted_peak_38788	Zcchc11 (+827)
Anti-GFP.mLb.mkD.sorted_peak_38791	Cc2d1b (+407)
Anti-GFP.mLb.mkD.sorted_peak_38794	Zfyve9 (+632)
Anti-GFP.mLb.mkD.sorted_peak_38796	Btf3l4 (-802), Txndc12 (-185)
Anti-GFP.mLb.mkD.sorted_peak_38807	Osbpl9 (+424)
Anti-GFP.mLb.mkD.sorted_peak_38808	Calr4 (-17370), Osbpl9 (-16028)
Anti-GFP.mLb.mkD.sorted_peak_38814	Rnf11 (+1101), Ttc39a (+59926)
Anti-GFP.mLb.mkD.sorted_peak_38822	Cdkn2c (+737)
Anti-GFP.mLb.mkD.sorted_peak_38844	Spata6 (+474)
Anti-GFP.mLb.mkD.sorted_peak_38867	Pdzk1ip1 (-30369), Tal1 (+1913)
Anti-GFP.mLb.mkD.sorted_peak_38870	Cyp4x1 (-176)
Anti-GFP.mLb.mkD.sorted_peak_38882	Mknk1 (+158)
Anti-GFP.mLb.mkD.sorted_peak_38902	Uqcrh (-934), Lrrc41 (+736)
Anti-GFP.mLb.mkD.sorted_peak_38916	Ipp (+427)
Anti-GFP.mLb.mkD.sorted_peak_38938	Zswim5 (-109)
Anti-GFP.mLb.mkD.sorted_peak_38951	Btbd19 (+4785), Ptch2 (+24758)
Anti-GFP.mLb.mkD.sorted_peak_39004	Eri3 (-240)
Anti-GFP.mLb.mkD.sorted_peak_39009	Slc6a9 (+156)
Anti-GFP.mLb.mkD.sorted_peak_39010	Ccdc24 (+3487), Slc6a9 (+33691)
Anti-GFP.mLb.mkD.sorted_peak_39011	B4galt2 (+524)
Anti-GFP.mLb.mkD.sorted_peak_39033	Kdm4a (+567)
Anti-GFP.mLb.mkD.sorted_peak_39092	Svbp (+414)
Anti-GFP.mLb.mkD.sorted_peak_39094	P3h1 (-222), AU022252 (-12)
Anti-GFP.mLb.mkD.sorted_peak_39098	Cldn19 (+345)
Anti-GFP.mLb.mkD.sorted_peak_39108	Zmynd12 (-380), Ppcs (-14)
Anti-GFP.mLb.mkD.sorted_peak_39122	Edn2 (+1482), Foxo6 (+124661)
Anti-GFP.mLb.mkD.sorted_peak_39126	Foxo6 (+2175), Edn2 (+123968)
Anti-GFP.mLb.mkD.sorted_peak_39128	Foxo6 (-118437), Scmh1 (-41361)
Anti-GFP.mLb.mkD.sorted_peak_39133	Ctps (+224)
Anti-GFP.mLb.mkD.sorted_peak_39145	Kcnq4 (-641)
Anti-GFP.mLb.mkD.sorted_peak_39152	Zfp69 (+137)
Anti-GFP.mLb.mkD.sorted_peak_39153	Smap2 (+403)
Anti-GFP.mLb.mkD.sorted_peak_39188	Nt5c1a (+167)
Anti-GFP.mLb.mkD.sorted_peak_39190	Heyl (-4305)
Anti-GFP.mLb.mkD.sorted_peak_39193	Pabpc4 (-43742), Heyl (+5613)
Anti-GFP.mLb.mkD.sorted_peak_39201	Oxct2a (-504)
Anti-GFP.mLb.mkD.sorted_peak_39203	Bmp8a (+952)
Anti-GFP.mLb.mkD.sorted_peak_39205	Bmp8a (-68437), Macf1 (+272671)
Anti-GFP.mLb.mkD.sorted_peak_39233	Rragc (-11596), Mycbp (+1018)
Anti-GFP.mLb.mkD.sorted_peak_39276	Pou3f1 (+931)
Anti-GFP.mLb.mkD.sorted_peak_39295	Maneal (-160)
Anti-GFP.mLb.mkD.sorted_peak_39296	Epha10 (+1575), Cdca8 (+54443)
Anti-GFP.mLb.mkD.sorted_peak_39387	Sh3d21 (+524)
Anti-GFP.mLb.mkD.sorted_peak_39405	Adprhl2 (-1909)
Anti-GFP.mLb.mkD.sorted_peak_39408	Ago3 (-282)
Anti-GFP.mLb.mkD.sorted_peak_39413	Clspn (+402)
Anti-GFP.mLb.mkD.sorted_peak_39424	AU040320 (-3972), Ncdn (+3611)
Anti-GFP.mLb.mkD.sorted_peak_39451	Dlgap3 (-3732)
Anti-GFP.mLb.mkD.sorted_peak_39480	CK137956 (-156)
Anti-GFP.mLb.mkD.sorted_peak_39481	Csmd2 (-150)
Anti-GFP.mLb.mkD.sorted_peak_39486	Zscan20 (-6450), Tlr12 (+2071)
Anti-GFP.mLb.mkD.sorted_peak_39544	C77080 (+10745), Yars (+47938)
Anti-GFP.mLb.mkD.sorted_peak_39556	Sync (+5554), Rbbp4 (+42199)
Anti-GFP.mLb.mkD.sorted_peak_39561	Zbtb8a (-1425)
Anti-GFP.mLb.mkD.sorted_peak_39604	Tmem39b (+333)
Anti-GFP.mLb.mkD.sorted_peak_39653	Snrnp40 (-458), Zcchc17 (+269)
Anti-GFP.mLb.mkD.sorted_peak_39657	Nkain1 (+849)
Anti-GFP.mLb.mkD.sorted_peak_39698	Ptpru (+964)
