# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (+139545)
peak_4803	Arpp21 (-302055)
peak_4804	Fbxl2 (-12573)
peak_4805	Ccr4 (+11995)
peak_4806	Cmtm8 (-9442)
peak_4807	Osbpl10 (+21636)
peak_4808	Stt3b (+104933)
peak_4809	Ctdspl (+14259)
peak_4810	Ctdspl (+34059)
peak_4811	Exog (+38603)
peak_4812	Exog (+46855)
peak_4813	Scn11a (+31490)
peak_4814	Mobp (+18536)
peak_4815	Mobp (+24590)
peak_4816	Mobp (+40886)
peak_4817	Myrip (-70099)
peak_4818	Ctnnb1 (-177513)
peak_4819	Ulk4 (+16832)
peak_4820	Cck (+22097)
peak_4821	Snrk (+50189)
peak_4822	Slc6a20b (+12258)
peak_4823	Ppp1r3f (+13971)
peak_4824	Glod5 (+16289)
peak_4825	Glod5 (+12611)
peak_4826	H2al1o (-23742)
peak_4827	Dynlt3 (+31029)
peak_4828	Sytl5 (+39833)
peak_4829	Sytl5 (+80424)
peak_4830	Tspan7 (+39886)
peak_4831	Mid1ip1 (+247846)
peak_4832	Ddx3x (+84385)
peak_4833	H2al1n (-20792)
peak_4834	H2al1n (+278485)
peak_4835	H2al1n (+374124)
peak_4836	NONE
peak_4837	Cypt1 (-726537)
peak_4838	Cypt1 (-613839)
peak_4839	Cypt1 (-119973)
peak_4840	Cypt1 (-82446)
peak_4841	Fundc1 (+58538)
peak_4842	Kdm6a (+138559)
peak_4843	4930578C19Rik (-44057)
peak_4844	Tex13c3 (+288105)
peak_4845	Tex13c3 (-170425)
peak_4846	Chst7 (-228142)
peak_4847	Usp11 (+58533)
peak_4848	Gm21876 (-86415)
peak_4849	Agtr2 (-74637)
peak_4850	Gm28269 (-17458)
peak_4851	Gm28269 (-761839)
peak_4852	Wdr44 (-158069)
peak_4853	Gm4985 (-49743)
peak_4854	Gm2012 (+26887)
peak_4855	Dock11 (-66396)
peak_4856	Gm14569 (+31576)
peak_4857	Rhox3e (-3406)
peak_4858	Rhox9 (-7553)
peak_4859	Rhox9 (-75733)
peak_4860	6030498E09Rik (+67052)
peak_4861	Cypt15 (-14167)
peak_4862	Cypt15 (+248574)
peak_4863	Cypt14 (+196221)
peak_4864	Cypt14 (+57850)
peak_4865	Cypt14 (-36601)
peak_4866	Gria3 (-445487)
peak_4867	Gria3 (-169641)
peak_4868	Gria3 (-89952)
peak_4869	Thoc2 (+134798)
peak_4870	Sh2d1a (+258829)
peak_4871	Tenm1 (-41400)
peak_4872	Tenm1 (-493126)
peak_4873	Actrt1 (+213629)
peak_4874	Actrt1 (+648582)
peak_4875	Smarca1 (+155982)
peak_4876	Apln (-19407)
peak_4877	Olfr1320 (-11608)
peak_4878	Olfr1323 (+21083)
peak_4879	Olfr1323 (-63840)
peak_4880	Olfr1324 (+84718)
peak_4881	Olfr1324 (-39952)
peak_4882	Olfr1324 (-123638)
peak_4883	Phf6 (-13547)
peak_4884	Xlr (-86397)
peak_4885	Gm773 (-27659)
peak_4886	Map7d3 (-58533)
peak_4887	Zic3 (+257611)
peak_4888	4930550L24Rik (-107851)
peak_4889	4930550L24Rik (-47454)
peak_4890	Fgf13 (-332169)
peak_4891	F9 (-149665)
peak_4892	F9 (+46456)
peak_4893	Mcf2 (-21828)
peak_4894	Gm7073 (-168973)
peak_4895	Cdr1 (-73090)
peak_4896	Cdr1 (-80526)
peak_4897	Ldoc1 (+13815)
peak_4898	Ldoc1 (+260270)
peak_4899	4931400O07Rik (+279753)
peak_4900	4931400O07Rik (+548908)
peak_4901	Ctag2 (+105839)
peak_4902	4930447F04Rik (-147727)
peak_4903	Slitrk2 (+364338)
peak_4904	Gm1140 (+313110)
peak_4905	Gm1140 (+222180)
peak_4906	Fmr1 (-338840)
peak_4907	Aff2 (-212969)
peak_4908	Aff2 (-113723)
peak_4909	Aff2 (+212433)
peak_4910	Ids (+111255)
peak_4911	Magea4 (-114775)
peak_4912	Gabra3 (+77701)
peak_4913	Gabra3 (-29308)
peak_4914	Zfp185 (+20769)
peak_4915	Gm5640 (+12612)
peak_4916	Pls3 (-124373)
peak_4917	Cldn34b3 (-27624)
peak_4918	5430402E10Rik (-32436)
peak_4919	5430402E10Rik (-44089)
peak_4920	Mageb16 (-46695)
peak_4921	Mageb16 (-73374)
peak_4922	Mageb16 (-114783)
peak_4923	Mageb16 (-148276)
peak_4924	Mageb16 (-190377)
peak_4925	Tmem47 (-315461)
peak_4926	Tmem47 (-180718)
peak_4927	Tmem47 (-103885)
peak_4928	Dmd (-710267)
peak_4929	Dmd (-293902)
peak_4930	Dmd (+28304)
peak_4931	Fthl17a (-703836)
peak_4932	Fthl17a (+20082)
peak_4933	Tab3 (-62714)
peak_4934	Tab3 (+93448)
peak_4935	Mageb4 (-118146)
peak_4936	Mageb4 (-642572)
peak_4937	Mageb4 (-828244)
peak_4938	Il1rapl1 (+648778)
peak_4939	Il1rapl1 (+183855)
peak_4940	Il1rapl1 (-231470)
peak_4941	Pet2 (+574720)
peak_4942	Pet2 (+411502)
peak_4943	Pet2 (-78222)
peak_4944	4930415L06Rik (-452265)
peak_4945	Gm44 (-116465)
peak_4946	Gm44 (-46744)
peak_4947	Mageb18 (-112940)
peak_4948	Arx (-343011)
peak_4949	Pdk3 (-24695)
peak_4950	AU015836 (+55198)
peak_4951	Zxdb (+48975)
peak_4952	Spin4 (+40885)
peak_4953	Amer1 (+111184)
peak_4954	Zc4h2 (-101065)
peak_4955	Gpr165 (-54040)
peak_4956	Ar (-314844)
peak_4957	Ar (-172072)
peak_4958	Ar (-45014)
peak_4959	Ophn1 (+307195)
peak_4960	Pja1 (+37437)
peak_4961	Awat2 (+117456)
peak_4962	Dlg3 (+97598)
peak_4963	Nlgn3 (+20214)
peak_4964	Zdhhc15 (-50497)
peak_4965	Fgf16 (-27561)
peak_4966	Itm2a (-95956)
peak_4967	Tbx22 (+69625)
peak_4968	Gm732 (-38427)
peak_4969	Hmgn5 (-39681)
peak_4970	Gm6377 (+507112)
peak_4971	Gm6377 (+634165)
peak_4972	Pou3f4 (-721220)
peak_4973	Pou3f4 (-396831)
peak_4974	Pou3f4 (-375307)
peak_4975	Hdx (-90988)
peak_4976	Tex16 (+57903)
peak_4977	Pof1b (-141659)
peak_4978	Dach2 (-47760)
peak_4979	Dach2 (+311427)
peak_4980	Ube2dnl1 (-148415)
peak_4981	Ube2dnl2 (+213115)
peak_4982	Ube2dnl2 (+235816)
peak_4983	Ube2dnl2 (+348689)
peak_4984	Cpxcr1 (-243818)
peak_4985	Tgif2lx1 (-461421)
peak_4986	Pabpc5 (-417894)
peak_4987	H2afb3 (-72547)
peak_4988	Nap1l3 (+217755)
peak_4989	Cldn34c1 (-118814)
peak_4990	Cldn34c1 (-77516)
peak_4991	4932411N23Rik (+546143)
peak_4992	Gm382 (+91330)
peak_4993	4921511C20Rik (-119099)
peak_4994	4921511C20Rik (-17442)
peak_4995	Cldn34c4 (-865826)
peak_4996	Diaph2 (-346670)
peak_4997	Diaph2 (-320822)
peak_4998	Diaph2 (-136328)
peak_4999	Diaph2 (+454244)
peak_5000	NONE
peak_5001	NONE
peak_5002	Pcdh19 (+943622)
peak_5003	Pcdh19 (+556225)
peak_5004	Pcdh19 (+343170)
peak_5005	Esx1 (-10973)
peak_5006	Il1rapl2 (-143706)
peak_5007	D330045A20Rik (-16521)
peak_5008	Prps1 (-23450)
peak_5009	Prps1 (-10439)
peak_5010	Prps1 (+54243)
peak_5011	Gm15294 (+47912)
peak_5012	Tmem164 (-48982)
peak_5013	Tmem164 (+33467)
peak_5014	A730046J19Rik (+74660)
peak_5015	Alg13 (-41726)
peak_5016	Alg13 (-6263)
peak_5017	Amot (-421040)
peak_5018	Il13ra2 (+222510)
peak_5019	Il13ra2 (+144576)
peak_5020	Gm15091 (+78175)
peak_5021	Gm15091 (+177660)
peak_5022	Maged2 (-53607)
peak_5023	Kdm5c (-23846)
peak_5024	Cldn34a (-39369)
peak_5025	Usp51 (-32561)
peak_5026	Samt2 (-134803)
peak_5027	Gm15155 (+439700)
peak_5028	Phex (+753592)
peak_5029	Phex (+131912)
peak_5030	Klhl34 (-48771)
peak_5031	Cnksr2 (-69291)
peak_5032	Cnksr2 (-557597)
peak_5033	Rps6ka3 (-385962)
peak_5034	Map7d2 (-16509)
peak_5035	Txlng (-16299)
peak_5036	Asb9 (+62735)
peak_5037	Fancb (+108598)
peak_5038	Glra2 (-83348)
peak_5039	Glra2 (-139109)
peak_5040	Glra2 (-307164)
peak_5041	Glra2 (-339597)
peak_5042	Glra2 (-373934)
peak_5043	Gemin8 (-344086)
peak_5044	Trappc2 (-23907)
peak_5045	Frmpd4 (+68512)
peak_5046	Arhgap6 (+133438)
peak_5047	Hccs (+17751)
peak_5048	Hccs (-91209)

